"","X","id","owner","secret","server","farm","title","ispublic","isfriend","isfamily","dateupload","datetaken","datetakengranularity","datetakenunknown","tags","accuracy","context","place_id","woeid","geo_is_family","geo_is_friend","geo_is_contact","geo_is_public","url_z","height_z","width_z","url_o","height_o","width_o","year","URL","long","lat","canopy_pct","elevation","slope","srad","stream_dist","asp","cold_air_ind","srad_noc","relev_30m","X_UTM","Y_UTM","acc_times","grid100","grid500","grid1000","grid5000","water_year","sdd_pred","sdd_lwr","sdd_upr","sdd_range","yearfact","datetaken_DOY","days_since_snow","min_dist_center","nearest_center"
"1492",3288,6990310920,"52942008@N08","abb670fc0d",8006,9,"Looking Up The Highway",1,0,0,1335984898,2010-07-25,0,0,"usa snow washington unitedstates mountrainiernationalpark",16,0,"Uf8Je5pQUL._aKXH3A",12590466,0,0,0,1,"https://farm9.staticflickr.com/8006/6990310920_abb670fc0d_z.jpg",480,640,"https://farm9.staticflickr.com/8006/6990310920_3b33957fe3_o.jpg",2304,3072,2010,"http://flickr.com/photos/52942008@N08/6990310920",-121.518906,46.867155,0,1611.75439453125,9.17936038970947,6866.9013671875,40.2326583862305,268.51093818339,0.493874996900558,1904408,-1.67797890070551,612880.5,5191465.5,0.499054463315392,55815,2238,563,2238,2010,177.46106009644,167.455504548,187.407526502664,19.9520219546648,"2010",206,29,281.295867062365,"Tipsoo"
"1493",3289,7136395847,"52942008@N08","30a441a1fb",8150,9,"Mt. Rainier",1,0,0,1335984883,2010-07-25,0,0,"usa mountain snow mountains washington unitedstates mountrainier mountrainiernationalpark",16,0,"Uf8Je5pQUL._aKXH3A",12590466,0,0,0,1,"https://farm9.staticflickr.com/8150/7136395847_30a441a1fb_z.jpg",480,640,"https://farm9.staticflickr.com/8150/7136395847_35ef6a4aa2_o.jpg",2304,3072,2010,"http://flickr.com/photos/52942008@N08/7136395847",-121.518906,46.867155,0,1611.75439453125,9.17936038970947,6866.9013671875,40.2326583862305,268.51093818339,0.493874996900558,1904408,-1.67797890070551,612880.5,5191465.5,0.499054463315392,55815,2238,563,2238,2010,177.46106009644,167.455504548,187.407526502664,19.9520219546648,"2010",206,29,281.295867062365,"Tipsoo"
"1494",3291,6831856878,"68759124@N05","0039747c16",7047,8,"Narada Falls",1,0,0,1331604368,2010-07-22,0,0,"park travel usa mountain fall nature water beautiful geotagged waterfall washington rainbow nikon scenery scenic falls mount national rainier wa hdr pseudo narada magestic naradafalls d80",16,0,"niEHOU5TVrxjm8g0",2468129,0,0,0,1,"https://farm8.staticflickr.com/7047/6831856878_0039747c16_z.jpg",640,428,"https://farm8.staticflickr.com/7047/6831856878_aa37acbfed_o.jpg",3872,2592,2010,"http://flickr.com/photos/68759124@N05/6831856878",-121.746883,46.774553,1,1352.71228027344,66.3349838256836,4878.6552734375,16.856990814209,153.859720409283,0.558000028133392,2106130,1.78265515637258,595669.5,5180872.5,0.944572154471624,95392,3778,964,3778,2010,135.548471168048,127.993063824286,143.447242934719,15.4541791104329,"2010",203,67,1493.99812408319,"Paradise"
"1495",3292,6913887303,"76338027@N06","6c497c047f",7179,8,"MRNP100731_28783pano10-images",1,0,0,1329794418,2010-07-31,0,0,"naradafalls mountrainernationalpark nisquallyentrance",16,0,"LNkmboVTVrzmLNg2",2460095,0,0,0,1,"https://farm8.staticflickr.com/7179/6913887303_6c497c047f_z.jpg",567,640,"https://farm8.staticflickr.com/7179/6913887303_6614ebaa90_o.jpg",3464,3909,2010,"http://flickr.com/photos/76338027@N06/6913887303",-121.74642,46.775094,1,1394.30224609375,5.0351767539978,4754.3271484375,13.0128517150879,113.422564172316,0.527750015258789,1863861,3.67132433581469,595702.5,5180935.5,0.590043714534658,95018,3778,964,3778,2010,161.851435369395,154.648672700055,168.996799617494,14.3481269174385,"2010",212,50,1423.02689705625,"Paradise"
"1496",3293,6913885203,"76338027@N06","fa67fd27af",7179,8,"MRNP100731_28773pano5-images",1,0,0,1329794390,2010-07-31,0,0,"naradafalls mountrainernationalpark nisquallyentrance",16,0,"LNkmboVTVrzmLNg2",2460095,0,0,0,1,"https://farm8.staticflickr.com/7179/6913885203_fa67fd27af_z.jpg",424,640,"https://farm8.staticflickr.com/7179/6913885203_c667262b27_o.jpg",3581,5400,2010,"http://flickr.com/photos/76338027@N06/6913885203",-121.74642,46.775094,1,1394.30224609375,5.0351767539978,4754.3271484375,13.0128517150879,113.422564172316,0.527750015258789,1863861,3.67132433581469,595702.5,5180935.5,0.590043714534658,95018,3778,964,3778,2010,161.851435369395,154.648672700055,168.996799617494,14.3481269174385,"2010",212,50,1423.02689705625,"Paradise"
"1497",3297,6164702143,"28407397@N08","f93cfa15a8",6158,7,"The crew at Mount Rainier",1,0,0,1316491195,2010-07-10,0,0,"family mountain snow washington spring mountrainier rainier mtrainier springtime",16,0,"LNkmboVTVrzmLNg2",2460095,0,0,0,1,"https://farm7.staticflickr.com/6158/6164702143_f93cfa15a8_z.jpg",480,640,NA,NA,NA,2010,"http://flickr.com/photos/28407397@N08/6164702143",-121.742722,46.786976,1,1639.16442871094,23.6395931243896,4397.00927734375,23.7276020050049,326.446277824728,0.507624983787537,1559483,-1.31495411388369,595963.5,5182258.5,0.778408918541148,90145,3629,926,3629,2010,181.335339113498,175.205661295425,188.136868318095,12.9312070226696,"2010",191,10,493.404367828179,"Paradise"
"1498",3328,5954228575,"46464941@N07","c997501f17",6003,7,"Treetops and clouds",1,0,0,1311089315,2010-07-31,0,0,"snow mountains fog clouds forest washington mtrainiernationalpark",16,0,"niEHOU5TVrxjm8g0",2468129,0,0,0,1,"https://farm7.staticflickr.com/6003/5954228575_c997501f17_z.jpg",480,640,"https://farm7.staticflickr.com/6003/5954228575_af4c18c19e_o.jpg",1200,1600,2010,"http://flickr.com/photos/46464941@N07/5954228575",-121.737613,46.781724,0.888888895511627,1600.14562988281,5.4111385345459,2876.90771484375,47.1345596313477,260.01472612145,0.451499998569489,2030410,0.801876802172501,596362.5,5181682.5,0.707993460230953,92399,3704,926,3704,2010,181.226330158071,174.556073874147,187.901835536293,13.3457616621466,"2010",212,31,474.303061396555,"Paradise"
"1499",3329,5945595122,"46464941@N07","07bd7a5444",6023,7,"Wildflowers of Mt. Rainier #3",1,0,0,1310883546,2010-07-31,0,0,"washington meadow wildflowers mtrainier mtrainiernationalpark",16,0,"Sq8PmjxTVrxcEJpp",2468166,0,0,0,1,"https://farm7.staticflickr.com/6023/5945595122_07bd7a5444_z.jpg",480,640,"https://farm7.staticflickr.com/6023/5945595122_95087c5048_o.jpg",1200,1600,2010,"http://flickr.com/photos/46464941@N07/5945595122",-121.734566,46.787745,1,1673.88562011719,6.69655418395996,5954.923828125,22.4870414733887,243.069018614033,0.492624998092651,2206845,0.933480536525167,596584.5,5182354.5,0.729179657616631,89777,3555,889,3555,2010,183.704449047493,177.266059197342,190.714270969711,13.4482117723693,"2010",212,28,248.010066173238,"Paradise"
"1500",3330,5945595116,"46464941@N07","a23f83a260",6017,7,"Wildflowers of Mt. Rainier # 1 (Indian Paintbrush)",1,0,0,1310883546,2010-07-31,0,0,"washington wildflowers mtrainier indianpaintbrush mtrainiernationalpark",16,0,"niEHOU5TVrxjm8g0",2468129,0,0,0,1,"https://farm7.staticflickr.com/6017/5945595116_a23f83a260_z.jpg",640,480,"https://farm7.staticflickr.com/6017/5945595116_cf128ae98e_o.jpg",1600,1200,2010,"http://flickr.com/photos/46464941@N07/5945595116",-121.734588,46.787649,0.333333343267441,1672.69226074219,10.0179586410522,6402.697265625,20.1163520812988,166.434809477216,0.478249996900558,2249028,1.17266017781458,596584.5,5182345.5,0.709980493168379,89777,3555,889,3555,2010,185.410302672093,179.083564910031,192.155704946682,13.0721400366504,"2010",212,27,240.628611754208,"Paradise"
"1501",3331,5945595124,"46464941@N07","c30ab1b0b3",6132,7,"Wildflowers at Mt. Rainier #4 (Bear Grass)",1,0,0,1310883546,2010-07-31,0,0,"washington meadow wildflowers mtrainier beargrass mtrainiernationalpark",16,0,"Sq8PmjxTVrxcEJpp",2468166,0,0,0,1,"https://farm7.staticflickr.com/6132/5945595124_c30ab1b0b3_z.jpg",640,480,"https://farm7.staticflickr.com/6132/5945595124_2495fd2cfc_o.jpg",1600,1200,2010,"http://flickr.com/photos/46464941@N07/5945595124",-121.734523,46.787638,0,1671.80554199219,11.234564781189,3988.1689453125,21.9469127655029,147.838469234083,0.487749993801117,2267344,0.883494861495819,596587.5,5182342.5,0.69662416868541,89777,3555,889,3555,2010,188.957740865483,182.621061706302,195.796513249905,13.1754515436032,"2010",212,23,239.965405528143,"Paradise"
"1502",3332,5945595118,"46464941@N07","705c7f587d",6140,7,"Wildflowers of Mt. Rainier #2",1,0,0,1310883546,2010-07-31,0,0,"washington meadow wildflowers mtrainier mtrainiernationalpark",16,0,"Sq8PmjxTVrxcEJpp",2468166,0,0,0,1,"https://farm7.staticflickr.com/6140/5945595118_705c7f587d_z.jpg",480,640,"https://farm7.staticflickr.com/6140/5945595118_eb1cf268cb_o.jpg",1200,1600,2010,"http://flickr.com/photos/46464941@N07/5945595118",-121.734545,46.787704,1,1673.84228515625,5.67853307723999,6617.5615234375,24.3652839660645,174.620512619116,0.476500004529953,2234771,1.45172292426582,596587.5,5182351.5,0.729179657616631,89777,3555,889,3555,2010,182.277891385127,175.770473767942,189.290132702279,13.5196589343367,"2010",212,30,247.257477093783,"Paradise"
"1503",3333,5883511392,"64321253@N03","dfd7542a45",5034,6,"Mount Rainer",1,0,0,1309319506,2010-06-01,0,0,"volcano washington hdr mountrainer mountrainernationalpark",16,0,"b80QkTdTVr66MK1e",2441695,0,0,0,1,"https://farm6.staticflickr.com/5034/5883511392_dfd7542a45_z.jpg",458,640,"https://farm6.staticflickr.com/5034/5883511392_0334c1e25e_o.jpg",700,979,2010,"http://flickr.com/photos/64321253@N03/5883511392",-121.781053,46.770002,0.444444447755814,1284.52111816406,8.44137096405029,6989.57861328125,173.004821777344,286.094560162022,0.285124987363815,1635136,5.1517634346651,593068.5,5180326.5,0.565401381392679,97241,3848,961,3848,2010,158.513535507385,150.093341479788,166.579733582294,16.486392102506,"2010",152,-7,3837.0253713899,"Paradise"
"1504",3340,5476012984,"38805811@N00","5ee90a39ef",5132,6,"Just woken up",1,0,0,1298620446,2010-06-12,0,0,"usa washington mountrainiernationalpark marmot hoarymarmot marmotacaligata",16,0,"Sq8PmjxTVrxcEJpp",2468166,0,0,0,1,"https://farm6.staticflickr.com/5132/5476012984_5ee90a39ef_z.jpg",640,425,"https://farm6.staticflickr.com/5132/5476012984_6deb17b44d_o.jpg",1024,680,2010,"http://flickr.com/photos/38805811@N00/5476012984",-121.737071,46.793146,0,1782.7099609375,16.5470752716064,7366.56396484375,5.84909296035767,257.743993635845,0.458999991416931,2041215,-2.54204109264174,596383.5,5182951.5,0.906935408733327,87525,3480,889,3480,2010,206.539204880246,199.466712420215,214.128730770784,14.6620183505691,"2010",163,-44,804.216464552099,"Paradise"
"1505",3341,5475009407,"46248140@N07","6ef8d19928",5178,6,"Reflection Lakes, Mt. Rainier National Park",1,0,0,1298604428,2010-07-28,0,0,"",16,0,"niEHOU5TVrxjm8g0",2468129,0,0,0,1,"https://farm6.staticflickr.com/5178/5475009407_6ef8d19928_z.jpg",428,640,"https://farm6.staticflickr.com/5178/5475009407_e8261de3d4_o.jpg",428,640,2010,"http://flickr.com/photos/46248140@N07/5475009407",-121.729116,46.767675,1,1490.65771484375,36.5486297607422,3187.671875,3.20683813095093,44.9999999999987,0.589749991893768,1506841,-0.405568793746397,597037.5,5180131.5,0.680775440946821,98031,3931,1003,3931,2010,160.460074419078,154.105657947572,167.144940104979,13.0392821574064,"2010",209,49,2103.37024154976,"Paradise"
"1506",3346,5439661241,"77238303@N00","d28eee6397",4122,5,"Clearing Storm, Mount Rainier, Summer 2010",1,0,0,1297557918,2010-07-11,0,0,"blue trees sunset sky panorama plants usa storm mountains green nature colors weather yellow clouds washington unitedstates events july noflash mountrainier evergreens mountrainiernationalpark northamerica 24mm pinetrees atmospheric ef2470mmf28lusm hikes locations 2010 iso320 locale packwood manualmode clearingstorm camera:make=canon geo:state=washington exif:make=canon exif:focal_length=24mm exif:iso_speed=320 canoneos7d hasmetastyletag naturallocale adjectivesfeelingdescription mountainsmountainranges selfrating4stars 1160secatf56 geo:countrys=usa exif:lens=ef2470mmf28lusm camera:model=canoneos7d exif:model=canoneos7d july112010 exif:aperture=ƒ56 subjectdistance397m mountrainier07112010 geo:city=packwood packwoodwashingtonusa geo:lon=12178102896774 geo:lat=46769977762097 46°461192n121°46517w",16,0,"b80QkTdTVr66MK1e",2441695,0,0,0,1,"https://farm5.staticflickr.com/4122/5439661241_d28eee6397_z.jpg",229,640,NA,NA,NA,2010,"http://flickr.com/photos/77238303@N00/5439661241",-121.781028,46.769977,0,1284.61779785156,1.93380963802338,7363.39453125,174.807510375977,299.598939251698,0.285124987363815,1713475,4.41997386077946,593068.5,5180323.5,0.565401381392679,97241,3848,961,3848,2010,163.478816919612,155.391800931378,171.546123030204,16.154322098826,"2010",192,29,3838.45169471324,"Paradise"
"1507",3350,5354325733,"58362519@N08","d22d45d408",5043,6,"liberal trees",1,0,0,1295022987,2010-07-15,0,0,"trees pacificnorthwest mtrainier leaning 2010 cascademountains",15,0,"Sq8PmjxTVrxcEJpp",2468166,0,0,0,1,"https://farm6.staticflickr.com/5043/5354325733_d22d45d408_z.jpg",426,640,"https://farm6.staticflickr.com/5043/5354325733_bf537f3ee5_o.jpg",1350,2030,2010,"http://flickr.com/photos/58362519@N08/5354325733",-121.735382,46.788351,0,1687.19445800781,5.43727207183838,7793.8681640625,22.1058235168457,173.620936133293,0.489374995231628,2380356,-0.482195448046696,596521.5,5182420.5,0.711971509585652,89401,3555,889,3555,2010,194.583051104827,188.098488766135,201.261937254879,13.1634484887436,"2010",196,1,281.54692823752,"Paradise"
"1508",3352,5315327336,"17509271@N00","03f43e34bc",5249,6,"Mount Rainier",1,0,0,1293953278,2010-07-25,0,0,"",16,0,"Sq8PmjxTVrxcEJpp",2468166,0,0,0,1,"https://farm6.staticflickr.com/5249/5315327336_03f43e34bc_z.jpg",480,640,NA,NA,NA,2010,"http://flickr.com/photos/17509271@N00/5315327336",-121.737334,46.788333,0.111111111938953,1696.16662597656,6.26941585540771,7460.36181640625,6.181800365448,238.870586523673,0.504000008106232,2167560,-0.130979519913353,596371.5,5182417.5,0.734540502083028,89399,3554,888,3554,2010,193.591993558291,187.371566813156,200.405175125272,13.0336083121154,"2010",206,12,277.713215096271,"Paradise"
"1509",3353,5272514838,"36842875@N03","6598afdf4c",5282,6,"Mt. Rainier Frozen Morning",1,0,0,1292713222,2010-07-07,0,0,"park lake snow sunrise canon photography shoe eos frozen washington glow mark jeremy mount alpine national ii rainier 5d jonkman tipsoo",16,0,"jyADg3RTUb65Hnbj",2347606,0,0,0,1,"https://farm6.staticflickr.com/5282/5272514838_6598afdf4c_z.jpg",427,640,NA,NA,NA,2010,"http://flickr.com/photos/36842875@N03/5272514838",-121.515124,46.868894,0,1632.35668945312,26.8213768005371,6621.2529296875,55.2328414916992,298.121415075607,0.515124976634979,1612408,-0.787085114969386,613162.5,5191666.5,0.519916066812064,55067,2238,563,2238,2010,170.099091738624,160.60058955833,180.549674963596,19.9490854052657,"2010",188,18,360.622742015352,"Tipsoo"
"1510",3355,5270288656,"96519648@N00","d436bc7c93",5129,6,"Mount Rainier from Reflection Lake",1,0,0,1292639942,2010-07-29,0,0,"usa mountains reflections landscapes washington mountrainiernationalpark pacificnorthwest nationalparks scenicsnotjustlandscapes",16,0,"niEHOU5TVrxjm8g0",2468129,0,0,0,1,"https://farm6.staticflickr.com/5129/5270288656_d436bc7c93_z.jpg",427,640,"https://farm6.staticflickr.com/5129/5270288656_28af601e55_o.jpg",2428,3642,2010,"http://flickr.com/photos/96519648@N00/5270288656",-121.730318,46.769733,0,1480.75891113281,1.77550935745239,9149.962890625,0,211.146081388449,0.675000011920929,1954115,-0.044252991299345,596941.5,5180359.5,0.734194992450299,97280,3856,965,3856,2010,176.000625173779,169.258290416721,182.374984750596,13.1166943338749,"2010",210,34,1857.76599741324,"Paradise"
"1511",3356,5269970892,"53632001@N02","ebff923925",5129,6,"Mt. Rainier",1,0,0,1292628414,2010-05-08,0,0,"seattle sunset usa mountain snow cold washington glacier alpine emeraldcity mtranier seattlewa glasr4arrival",16,0,"fffC.3hTVr_keX8.",2456097,0,0,0,1,"https://farm6.staticflickr.com/5129/5269970892_ebff923925_z.jpg",446,640,"https://farm6.staticflickr.com/5129/5269970892_24ef66a373_o.jpg",2501,3585,2010,"http://flickr.com/photos/53632001@N02/5269970892",-121.853721,46.930568,0.777777791023254,1810.54992675781,41.3766479492188,4994.80419921875,198.004211425781,154.086134959059,0.34137499332428,2559115,-1.82960601710261,587257.5,5198086.5,3.5450716811189,30433,1211,309,1211,2010,200.068634939236,190.637242580885,209.911602512405,19.2743599315204,"2010",128,-72,758.827998161614,"Mowich"
"1512",3366,5213329819,"29619840@N00","777b3bbd48",5122,6,"Sunrise Hike",1,0,0,1290929114,2010-07-10,0,0,"trees usa forest sunrise geotagged lost washington unitedstates hiking trail mountrainiernationalpark mtrainier snowcovered geo:lat=4689560556 geo:lon=12169558345",16,0,"aRjt_z5TV7oQHRXh",2502312,0,0,0,1,"https://farm6.staticflickr.com/5122/5213329819_777b3bbd48_z.jpg",400,600,"https://farm6.staticflickr.com/5122/5213329819_0a55d8ca1b_o.jpg",400,600,2010,"http://flickr.com/photos/29619840@N00/5213329819",-121.695584,46.895605,0.444444447755814,1732.37561035156,17.6229114532471,5966.6376953125,36.4035263061523,136.818553078985,0.57337498664856,2229407,-2.44559283813123,599362.5,5194390.5,1.89272615431512,44429,1760,435,1760,2010,196.353819350991,189.678769918152,203.623974853136,13.9452049349842,"2010",191,-5,4473.1242860056,"Sunrise"
"1513",3367,5213923408,"29619840@N00","5e78f8caf4",4107,5,"Sunrise Hike",1,0,0,1290929106,2010-07-10,0,0,"trees usa forest sunrise geotagged lost washington unitedstates hiking trail mountrainiernationalpark mtrainier snowcovered trekkingpole geo:lat=4689576849 geo:lon=12169544322",16,0,"aRjt_z5TV7oQHRXh",2502312,0,0,0,1,"https://farm5.staticflickr.com/4107/5213923408_5e78f8caf4_z.jpg",600,400,"https://farm5.staticflickr.com/4107/5213923408_b03d5b915c_o.jpg",600,400,2010,"http://flickr.com/photos/29619840@N00/5213923408",-121.695445,46.895769,1,1737.49670410156,23.7034244537354,4240.462890625,17.0489883422852,141.653796297062,0.559750020503998,2321409,1.17017756802056,599371.5,5194408.5,1.9692211113768,44429,1760,435,1760,2010,179.841660255548,172.939899802044,187.064989034538,14.1250892324936,"2010",191,11,4456.56577076749,"Sunrise"
