id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,datetaken,datetakengranularity,datetakenunknown,tags,accuracy,context,place_id,woeid,geo_is_family,geo_is_friend,geo_is_contact,geo_is_public,url_z,height_z,width_z,url_o,height_o,width_o,URL_link,URL,UTME,UTMN,lat,long,CollectorName,Species,Phenophase,Notes,,
16626831979,24206407@N07,77d25927db,8744,9,Lunch with a View,1,0,0,1426351345,9/10/14 12:09,0,0,washington mtrainier hikes skylinetrail mtrainiernationalpark panoramapoint,15,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8744/16626831979_77d25927db_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/24206407@N07/16626831979,http://flickr.com/photos/24206407@N07/16626831979,595750.1752,5182223.634,-121.745531,46.786685,Myesa LF,NF,NF,,,
16496358490,13639387@N05,887f118689,8570,9,Cabin In The Woods,1,0,0,1425224986,4/20/14 7:18,0,0,trees nature forest cabin wideangle washingtonstate mtrainiernationalpark canoneos5dmarkiii samyang14mmf28ifedmcaspherical,16,0,b80QkTdTVr66MK1e,2441695,0,0,0,1,https://farm9.staticflickr.com/8570/16496358490_887f118689_z.jpg,360,640,https://farm9.staticflickr.com/8570/16496358490_155e64a8f8_o.jpg,3180,5653,http://flickr.com/photos/13639387@N05/16496358490,http://flickr.com/photos/13639387@N05/16496358490,590197.14,5178379.527,-121.819024,46.752873,Myesa LF,NF,NF,,,
16633112526,131527631@N07,1a927c18b4,8611,9,Lake Tipsoo,1,0,0,1425008632,10/12/14 11:45,0,0,washington unitedstates naches,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm9.staticflickr.com/8611/16633112526_1a927c18b4_z.jpg,427,640,https://farm9.staticflickr.com/8611/16633112526_641826a2d2_o.jpg,4000,6000,http://flickr.com/photos/131527631@N07/16633112526,http://flickr.com/photos/131527631@N07/16633112526,612862.562,5191707.985,-121.519062,46.86933,Myesa LF,NF,NF,,,
16657477251,131527631@N07,8b55eebfc5,8647,9,Mt Ranier2,1,0,0,1425008634,10/12/14 11:15,0,0,washington unitedstates enumclaw,16,0,Uf8Je5pQUL._aKXH3A,12590466,0,0,0,1,https://farm9.staticflickr.com/8647/16657477251_8b55eebfc5_z.jpg,427,640,https://farm9.staticflickr.com/8647/16657477251_7e6e5c97ef_o.jpg,4000,6000,http://flickr.com/photos/131527631@N07/16657477251,http://flickr.com/photos/131527631@N07/16657477251,611420.606,5196264.211,-121.536862,46.910561,Myesa LF,NF,NF,,,
16037982353,76028037@N08,9cfecab495,8649,9,Silver Falls (Mt. Rainier),1,0,0,1424994934,5/23/14 15:59,0,0,park green canon silver river waterfall washington moss spring falls mount national rainier pacificnorthwest pnw t3i glacial mtrainiernationalpark ohanapecosh 24105mm,16,0,jyADg3RTUb65Hnbj,2347606,0,0,0,1,https://farm9.staticflickr.com/8649/16037982353_9cfecab495_z.jpg,427,640,https://farm9.staticflickr.com/8649/16037982353_291e522ee2_o.jpg,3385,5077,http://flickr.com/photos/76028037@N08/16037982353,http://flickr.com/photos/76028037@N08/16037982353,610151.1165,5177475.025,-121.558055,46.741742,Myesa LF,NF,NF,,,
16647020532,7828709@N02,47d937f574,8650,9,6I8A0952_12,1,0,0,1424903583,8/21/14 8:50,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8650/16647020532_47d937f574_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16647020532,http://flickr.com/photos/7828709@N02/16647020532,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,NF,NF,,,
16461832549,7828709@N02,5f902936ca,8620,9,6I8A0954_12,1,0,0,1424903584,8/21/14 8:53,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8620/16461832549_5f902936ca_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16461832549,http://flickr.com/photos/7828709@N02/16461832549,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,NF,NF,,,
16646979872,7828709@N02,1fc2f06aaf,8631,9,6I8A0955_12,1,0,0,1424903584,8/21/14 8:54,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8631/16646979872_1fc2f06aaf_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16646979872,http://flickr.com/photos/7828709@N02/16646979872,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Erigeron peregrinus,Flowering,,,
16461801899,7828709@N02,da64ea7380,8575,9,6I8A0974_12,1,0,0,1424903585,8/21/14 9:05,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8575/16461801899_da64ea7380_z.jpg,640,427,NA,NA,NA,http://flickr.com/photos/7828709@N02/16461801899,http://flickr.com/photos/7828709@N02/16461801899,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Lupinus arcticus,Flowering,,,
16461801899,7828709@N02,da64ea7380,8575,9,6I8A0974_12,1,0,0,1424903585,8/21/14 9:05,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8575/16461801899_da64ea7380_z.jpg,640,427,NA,NA,NA,http://flickr.com/photos/7828709@N02/16461801899,http://flickr.com/photos/7828709@N02/16461801899,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Castilleja parviflora,Flowering,,,
16461801899,7828709@N02,da64ea7380,8575,9,6I8A0974_12,1,0,0,1424903585,8/21/14 9:05,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8575/16461801899_da64ea7380_z.jpg,640,427,NA,NA,NA,http://flickr.com/photos/7828709@N02/16461801899,http://flickr.com/photos/7828709@N02/16461801899,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Polygonum bistortoides,Flowering,,,
16461801899,7828709@N02,da64ea7380,8575,9,6I8A0974_12,1,0,0,1424903585,8/21/14 9:05,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8575/16461801899_da64ea7380_z.jpg,640,427,NA,NA,NA,http://flickr.com/photos/7828709@N02/16461801899,http://flickr.com/photos/7828709@N02/16461801899,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Erigeron peregrinus,Flowering,,,
16461801899,7828709@N02,da64ea7380,8575,9,6I8A0974_12,1,0,0,1424903585,8/21/14 9:05,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8575/16461801899_da64ea7380_z.jpg,640,427,NA,NA,NA,http://flickr.com/photos/7828709@N02/16461801899,http://flickr.com/photos/7828709@N02/16461801899,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Anemone occidentalis,Ripening Fruit,,,
16622024326,7828709@N02,2696fc0eec,8640,9,6I8A0981_12,1,0,0,1424903585,8/21/14 9:07,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8640/16622024326_2696fc0eec_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16622024326,http://flickr.com/photos/7828709@N02/16622024326,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Polygonum bistortoides,Flowering,,,
16622024326,7828709@N02,2696fc0eec,8640,9,6I8A0981_12,1,0,0,1424903585,8/21/14 9:07,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8640/16622024326_2696fc0eec_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16622024326,http://flickr.com/photos/7828709@N02/16622024326,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Lupinus arcticus,Flowering,,,
16622024326,7828709@N02,2696fc0eec,8640,9,6I8A0981_12,1,0,0,1424903585,8/21/14 9:07,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8640/16622024326_2696fc0eec_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16622024326,http://flickr.com/photos/7828709@N02/16622024326,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Erigeron peregrinus,Flowering,,,
16622024326,7828709@N02,2696fc0eec,8640,9,6I8A0981_12,1,0,0,1424903585,8/21/14 9:07,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8640/16622024326_2696fc0eec_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16622024326,http://flickr.com/photos/7828709@N02/16622024326,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Arnica latifolia,Flowering,,,
16622024326,7828709@N02,2696fc0eec,8640,9,6I8A0981_12,1,0,0,1424903585,8/21/14 9:07,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8640/16622024326_2696fc0eec_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16622024326,http://flickr.com/photos/7828709@N02/16622024326,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Castilleja parviflora,Flowering,,,
16622024326,7828709@N02,2696fc0eec,8640,9,6I8A0981_12,1,0,0,1424903585,8/21/14 9:07,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8640/16622024326_2696fc0eec_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16622024326,http://flickr.com/photos/7828709@N02/16622024326,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Anemone occidentalis,Ripening Fruit,,,
16461736609,7828709@N02,7e19acac97,8628,9,6I8A0992_12,1,0,0,1424903586,8/21/14 9:08,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8628/16461736609_7e19acac97_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16461736609,http://flickr.com/photos/7828709@N02/16461736609,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Polygonum bistortoides,Flowering,,,
16461736609,7828709@N02,7e19acac97,8628,9,6I8A0992_12,1,0,0,1424903586,8/21/14 9:08,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8628/16461736609_7e19acac97_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16461736609,http://flickr.com/photos/7828709@N02/16461736609,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Lupinus arcticus,Flowering,,,
16461736609,7828709@N02,7e19acac97,8628,9,6I8A0992_12,1,0,0,1424903586,8/21/14 9:08,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8628/16461736609_7e19acac97_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16461736609,http://flickr.com/photos/7828709@N02/16461736609,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Erigeron peregrinus,Flowering,,,
16461736609,7828709@N02,7e19acac97,8628,9,6I8A0992_12,1,0,0,1424903586,8/21/14 9:08,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8628/16461736609_7e19acac97_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16461736609,http://flickr.com/photos/7828709@N02/16461736609,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Arnica latifolia,Flowering,,,
16461736609,7828709@N02,7e19acac97,8628,9,6I8A0992_12,1,0,0,1424903586,8/21/14 9:08,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8628/16461736609_7e19acac97_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16461736609,http://flickr.com/photos/7828709@N02/16461736609,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Castilleja parviflora,Flowering,,,
16461736609,7828709@N02,7e19acac97,8628,9,6I8A0992_12,1,0,0,1424903586,8/21/14 9:08,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8628/16461736609_7e19acac97_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16461736609,http://flickr.com/photos/7828709@N02/16461736609,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Anemone occidentalis,Ripening Fruit,,,
16646465191,7828709@N02,cb0c0e7407,8590,9,6I8A0993_12,1,0,0,1424903586,8/21/14 9:08,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8590/16646465191_cb0c0e7407_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16646465191,http://flickr.com/photos/7828709@N02/16646465191,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Anemone occidentalis,Ripening Fruit,,,
16646465191,7828709@N02,cb0c0e7407,8590,9,6I8A0993_12,1,0,0,1424903586,8/21/14 9:08,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8590/16646465191_cb0c0e7407_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16646465191,http://flickr.com/photos/7828709@N02/16646465191,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Polygonum bistortoides,Flowering,,,
16646465191,7828709@N02,cb0c0e7407,8590,9,6I8A0993_12,1,0,0,1424903586,8/21/14 9:08,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8590/16646465191_cb0c0e7407_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16646465191,http://flickr.com/photos/7828709@N02/16646465191,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Lupinus arcticus,Flowering,,,
16646465191,7828709@N02,cb0c0e7407,8590,9,6I8A0993_12,1,0,0,1424903586,8/21/14 9:08,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8590/16646465191_cb0c0e7407_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16646465191,http://flickr.com/photos/7828709@N02/16646465191,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Erigeron peregrinus,Flowering,,,
16646465191,7828709@N02,cb0c0e7407,8590,9,6I8A0993_12,1,0,0,1424903586,8/21/14 9:08,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8590/16646465191_cb0c0e7407_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16646465191,http://flickr.com/photos/7828709@N02/16646465191,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Arnica latifolia,Flowering,,,
16646465191,7828709@N02,cb0c0e7407,8590,9,6I8A0993_12,1,0,0,1424903586,8/21/14 9:08,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8590/16646465191_cb0c0e7407_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16646465191,http://flickr.com/photos/7828709@N02/16646465191,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Castilleja parviflora,Flowering,,,
16440552307,7828709@N02,45f254c85a,8630,9,6I8A1004-1005_12,1,0,0,1424903587,8/21/14 9:11,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8630/16440552307_45f254c85a_z.jpg,600,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16440552307,http://flickr.com/photos/7828709@N02/16440552307,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Castilleja parviflora,Flowering,,,
16440552307,7828709@N02,45f254c85a,8630,9,6I8A1004-1005_12,1,0,0,1424903587,8/21/14 9:11,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8630/16440552307_45f254c85a_z.jpg,600,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16440552307,http://flickr.com/photos/7828709@N02/16440552307,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Lupinus arcticus,Flowering,,,
16440552307,7828709@N02,45f254c85a,8630,9,6I8A1004-1005_12,1,0,0,1424903587,8/21/14 9:11,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8630/16440552307_45f254c85a_z.jpg,600,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16440552307,http://flickr.com/photos/7828709@N02/16440552307,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Polygonum bistortoides,Flowering,,,
16440552307,7828709@N02,45f254c85a,8630,9,6I8A1004-1005_12,1,0,0,1424903587,8/21/14 9:11,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8630/16440552307_45f254c85a_z.jpg,600,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16440552307,http://flickr.com/photos/7828709@N02/16440552307,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Erigeron peregrinus,Flowering,,,
16440552307,7828709@N02,45f254c85a,8630,9,6I8A1004-1005_12,1,0,0,1424903587,8/21/14 9:11,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8630/16440552307_45f254c85a_z.jpg,600,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16440552307,http://flickr.com/photos/7828709@N02/16440552307,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Luetkea pectinata,Flowering,,,
16460413710,7828709@N02,8e440674b9,8607,9,6I8A1005_12,1,0,0,1424903587,8/21/14 9:11,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8607/16460413710_8e440674b9_z.jpg,640,427,NA,NA,NA,http://flickr.com/photos/7828709@N02/16460413710,http://flickr.com/photos/7828709@N02/16460413710,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Luetkea pectinata,Flowering,,,
16460413710,7828709@N02,8e440674b9,8607,9,6I8A1005_12,1,0,0,1424903587,8/21/14 9:11,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8607/16460413710_8e440674b9_z.jpg,640,427,NA,NA,NA,http://flickr.com/photos/7828709@N02/16460413710,http://flickr.com/photos/7828709@N02/16460413710,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Lupinus arcticus,Flowering,,,
16460413710,7828709@N02,8e440674b9,8607,9,6I8A1005_12,1,0,0,1424903587,8/21/14 9:11,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8607/16460413710_8e440674b9_z.jpg,640,427,NA,NA,NA,http://flickr.com/photos/7828709@N02/16460413710,http://flickr.com/photos/7828709@N02/16460413710,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Polygonum bistortoides,Flowering,,,
16460413710,7828709@N02,8e440674b9,8607,9,6I8A1005_12,1,0,0,1424903587,8/21/14 9:11,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8607/16460413710_8e440674b9_z.jpg,640,427,NA,NA,NA,http://flickr.com/photos/7828709@N02/16460413710,http://flickr.com/photos/7828709@N02/16460413710,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Erigeron peregrinus,Flowering,,,
16647757235,7828709@N02,d99954aa67,8628,9,6I8A1012_12,1,0,0,1424903587,8/21/14 9:13,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8628/16647757235_d99954aa67_z.jpg,640,427,NA,NA,NA,http://flickr.com/photos/7828709@N02/16647757235,http://flickr.com/photos/7828709@N02/16647757235,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Polygonum bistortoides,Flowering,,,
16647757235,7828709@N02,d99954aa67,8628,9,6I8A1012_12,1,0,0,1424903587,8/21/14 9:13,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8628/16647757235_d99954aa67_z.jpg,640,427,NA,NA,NA,http://flickr.com/photos/7828709@N02/16647757235,http://flickr.com/photos/7828709@N02/16647757235,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Castilleja parviflora,Flowering,,,
16647757235,7828709@N02,d99954aa67,8628,9,6I8A1012_12,1,0,0,1424903587,8/21/14 9:13,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8628/16647757235_d99954aa67_z.jpg,640,427,NA,NA,NA,http://flickr.com/photos/7828709@N02/16647757235,http://flickr.com/photos/7828709@N02/16647757235,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Erigeron peregrinus,Ripening Fruit,,,
16025425684,7828709@N02,42b0c97a16,8604,9,6I8A1020_12,1,0,0,1424903588,8/21/14 9:16,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8604/16025425684_42b0c97a16_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16025425684,http://flickr.com/photos/7828709@N02/16025425684,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Arnica latifolia,Flowering,,,
16025425684,7828709@N02,42b0c97a16,8604,9,6I8A1020_12,1,0,0,1424903588,8/21/14 9:16,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8604/16025425684_42b0c97a16_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16025425684,http://flickr.com/photos/7828709@N02/16025425684,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Lupinus arcticus,Flowering,,,
16025425684,7828709@N02,42b0c97a16,8604,9,6I8A1020_12,1,0,0,1424903588,8/21/14 9:16,0,0,,14,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8604/16025425684_42b0c97a16_z.jpg,427,640,NA,NA,NA,http://flickr.com/photos/7828709@N02/16025425684,http://flickr.com/photos/7828709@N02/16025425684,596486.6753,5182774.952,-121.735768,46.791539,Myesa LF,Ligusticum grayi,Flowering,,,
