id,owner,secret,server,farm,title,accuracy,place_id,woeid,dateupload,datetaken,tags,URL,SPECIES,PHEN_PHASE,UTM_X,UTM_Y,rough,can_ht,can_pct,elev,isolt,slope,srad,tci_max,tci,snow_melt,ndvi,lidar_int,pond_stream,stream_dist,asp,relev_30m,snow_diss_2013,long,lat
11361417703,76338027@N06,8cd936b147,7433,8,MRNP130810_27107,16,Uf8Je5pQUL._aKXH3A,12590466,1387007409,8/10/13 15:03,washington unitedstates mountrainiernationalpark enumclaw chinookpass highway410 tipsoolake vision:mountain=0958 vision:outdoor=099 vision:clouds=0725 vision:sky=0792 vision:plant=0673,http://flickr.com/photos/76338027@N06/11361417703,Anemone occidentalis,RIPENING FRUIT,612980.5897,5191638.625,-2.332422495,0.229499996,0,1615.424438,11.72222233,8.567670822,8681.760742,8.526656151,7.599435806,0,0,210.3333282,0,5.895553112,100.0514545,-0.190380397,175.6458955,-121.517531,46.868686
11361341484,76338027@N06,b5b7ebefe2,3790,4,MRNP130810_27116,16,Uf8Je5pQUL._aKXH3A,12590466,1387007411,8/10/13 15:06,washington unitedstates mountrainiernationalpark enumclaw chinookpass highway410 tipsoolake vision:mountain=0647 vision:plant=0906 vision:outdoor=0978,http://flickr.com/photos/76338027@N06/11361341484,Anemone occidentalis,RIPENING FRUIT,612977.647,5191624.897,-2.597634554,0.067400001,0,1615.641113,10.94444466,21.38840866,8381.360352,6.861115456,6.681574821,0,-0.044776119,203.777771,0,4.519800663,92.98621613,-0.284383395,171.1781417,-121.517573,46.868563
11361384384,76338027@N06,f78a19e6f6,7305,8,MRNP130810_27058,16,Uf8Je5pQUL._aKXH3A,12590466,1387007406,8/10/13 14:44,washington unitedstates mountrainiernationalpark enumclaw chinookpass highway410 tipsoolake vision:mountain=0874 vision:sky=0623 vision:outdoor=0975 vision:plant=0904 vision:flower=0516,http://flickr.com/photos/76338027@N06/11361384384,Anemone occidentalis,RIPENING FRUIT,612888.3796,5191765.942,-3.055597782,4.207799911,0.111111112,1615.181152,6.166666508,10.23732662,4915.65625,12.61231136,10.34912205,0,-0.140625,153.6666718,0,7.326105118,186.866009,-0.876005829,177.0910708,-121.518709,46.869847
11361353194,76338027@N06,b1e96b88bb,2861,3,MRNP130810_27113,16,Uf8Je5pQUL._aKXH3A,12590466,1387007410,8/10/13 15:05,washington unitedstates mountrainiernationalpark enumclaw chinookpass highway410 tipsoolake vision:mountain=0947 vision:outdoor=099 vision:sky=0704 vision:clouds=0593 vision:plant=0813,http://flickr.com/photos/76338027@N06/11361353194,Anemone occidentalis,RIPENING FRUIT,612978.414,5191628.691,-2.265050411,0.062399998,0,1614.626709,11.61111069,9.444979668,8762.313477,9.953587532,8.500590324,0,-0.50526315,100.7777786,0.333333343,1,86.39849477,-1.057826286,178.7894452,-121.517562,46.868597
11361423213,76338027@N06,cfbec48166,3740,4,MRNP130810_27105,16,Uf8Je5pQUL._aKXH3A,12590466,1387007408,8/10/13 15:03,washington unitedstates mountrainiernationalpark enumclaw chinookpass highway410 tipsoolake vision:mountain=096 vision:sky=0745 vision:plant=0886 vision:clouds=0692 vision:outdoor=0939,http://flickr.com/photos/76338027@N06/11361423213,Anemone occidentalis,RIPENING FRUIT,612981.3944,5191640.419,-3.883107424,0.0283,0,1614.823364,11.88888931,10.89387989,8791.134766,8.243962288,7.515113831,0,-0.339449555,146,0,3,98.33994331,-0.586436178,176.3337141,-121.51752,46.868702
10887402344,97397543@N03,eb3bbfaa19,5541,6,DSC_4332,16,Sq8PmjxTVrxcEJpp,2468166,1384619423,8/3/13 15:29,vision:mountain=0904 vision:outdoor=099 vision:sky=0904 vision:clouds=084,http://flickr.com/photos/97397543@N03/10887402344,Anemone occidentalis,RELEASING SEED,597694.8374,5182671.242,-2.093096018,0.418799996,0,1750.162231,10.44444466,26.05948067,7277.962891,8.880046844,6.94553709,1,-0.036585364,209.6666718,0,88.32704163,308.6101427,-0.809634621,188.4060286,-121.719964,46.79043
10887147675,97397543@N03,954e6dff1a,5526,6,DSC_4340,16,Sq8PmjxTVrxcEJpp,2468166,1384619425,8/3/13 15:36,vision:mountain=0907 vision:outdoor=0987 vision:sky=0984 vision:clouds=0957,http://flickr.com/photos/97397543@N03/10887147675,Anemone occidentalis,RIPENING FRUIT,597694.8374,5182671.242,-2.093096018,0.418799996,0,1750.162231,10.44444466,26.05948067,7277.962891,8.880046844,6.94553709,1,-0.036585364,209.6666718,0,88.32704163,308.6101427,-0.809634621,188.4060286,-121.719964,46.79043
10887725933,97397543@N03,6a72f85b05,5524,6,DSC_4311,16,Sq8PmjxTVrxcEJpp,2468166,1384619421,8/3/13 15:10,vision:mountain=0939 vision:clouds=0924 vision:outdoor=0987 vision:plant=0803 vision:sky=0943,http://flickr.com/photos/97397543@N03/10887725933,Anemone occidentalis,RELEASING SEED,597298.9047,5182992.921,-3.27231431,0.848500013,0,1683.097778,10.5,23.41082764,8582.286133,7.188501835,6.948424816,1,-0.101298705,152.1111145,0,13.31544399,158.6716976,0.098471079,182.7433585,-121.725082,46.793382
10859463506,7828709@N02,abdb499549,3759,4,6I8A2941_12,13,Sq8PmjxTVrxcEJpp,2468166,1384461745,9/26/13 12:03,anemone seedhead pasqueflower westernanemone westernpasqueflower vision:plant=0807 vision:outdoor=0721 vision:flower=0506,http://flickr.com/photos/7828709@N02/10859463506,Anemone occidentalis,RIPENING FRUIT,597026.0524,5183253.927,-2.936779022,0.125400007,0,1780.292236,11.61111069,18.98273659,8762.945313,10.39258862,9.518689156,1,-0.030303031,186.3333282,0,7.631503105,266.8947268,-1.377943935,194.551499,-121.728601,46.79577
10859775903,7828709@N02,83c655b5a6,7322,8,6I8A2944_12,13,Sq8PmjxTVrxcEJpp,2468166,1384461857,9/26/13 12:04,anemone seedhead pasqueflower westernanemone westernpasqueflower vision:outdoor=091 vision:flower=0629 vision:plant=0935,http://flickr.com/photos/7828709@N02/10859775903,Anemone occidentalis,RIPENING FRUIT,597026.0524,5183253.927,-2.936779022,0.125400007,0,1780.292236,11.61111069,18.98273659,8762.945313,10.39258862,9.518689156,1,-0.030303031,186.3333282,0,7.631503105,266.8947268,-1.377943935,194.551499,-121.728601,46.79577
10859468345,7828709@N02,8cde3e5778,3749,4,6I8A2948_12,13,Sq8PmjxTVrxcEJpp,2468166,1384461976,9/26/13 12:05,anemone seedhead pasqueflower westernanemone westernpasqueflower vision:mountain=0569 vision:outdoor=0923 vision:flower=0521 vision:plant=0898,http://flickr.com/photos/7828709@N02/10859468345,Anemone occidentalis,RIPENING FRUIT,597026.0524,5183253.927,-2.936779022,0.125400007,0,1780.292236,11.61111069,18.98273659,8762.945313,10.39258862,9.518689156,1,-0.030303031,186.3333282,0,7.631503105,266.8947268,-1.377943935,194.551499,-121.728601,46.79577
10617918655,15294797@N08,57f3c29e78,3676,4,Greeting the World,15,niEHOU5TVrxjm8g0,2468129,1383353100,8/4/13 12:53,park usa white washington paradise mt unitedstates unitedstatesofamerica mount anemone national rainier wa ranunculaceae skylinetrail 5petals wfgna piercecounty westernanemone anemoneoccidentalis,http://flickr.com/photos/15294797@N08/10617918655,Anemone occidentalis,FLOWERING,597769.3947,5183272.445,-1.690387368,1.003000021,0,1889.762207,11.44444466,27.17139244,8600.912109,7.284038067,6.824150562,1,-0.051546391,221.4444427,0,68.22594452,180.1534333,1.563560125,183.2359922,-121.718859,46.795828
10573181715,63884374@N08,c1d4b1b186,7331,8,The show continues,15,Sq8PmjxTVrxcEJpp,2468166,1383137220,8/4/13 12:44,park usa washington mt unitedstates unitedstatesofamerica mount national wa rainer,http://flickr.com/photos/63884374@N08/10573181715,Anemone occidentalis,RIPENING FRUIT,597921.5133,5183142.436,-3.081769466,1.67050004,0,1840.57666,11.44444466,22.30239105,8479.453125,9.197628975,8.265877724,1,-0.128668174,129,0,22.11336517,83.9924312,1.361984301,184.223183,-121.716894,46.794636
10527991383,64093819@N05,b109028773,3750,4,Dark clouds gathering  ‰÷Ó•üè‰_Á•üè,16,Uf8Je5pQUL._aKXH3A,12590466,1382928326,10/27/13 19:45,seattle square washington squareformat mountrainier mtrainier iphone mobilephotography iphoneography instagram instagramapp vscocam whpsignsoftheseason whpemptyspaces,http://flickr.com/photos/64093819@N05/10527991383,Anemone occidentalis,RIPENING FRUIT,598597.8081,5189862.607,-1.50583756,7.218599796,0.888888896,2734.179932,2.111111164,39.0136528,1634.170288,9.089951515,8.281262398,0,-0.302857131,166.5555573,0,75.93198395,308.5574069,-6.57701751,206.8585456,-121.706585,46.854996
10460473235,63884374@N08,c65cfc2810,3676,4,Meadow of paintbrush and Pedicularis,15,Sq8PmjxTVrxcEJpp,2468166,1382631900,8/4/13 12:33,park usa washington mt unitedstates unitedstatesofamerica mount national wa rainer paintbrush castilleja pedicularis orobanchaceae castillejaparviflora magentapaintbrush pedicularisracemosa,http://flickr.com/photos/63884374@N08/10460473235,Anemone occidentalis,RIPENING FRUIT,598023.6227,5183111.425,-2.306380987,0.201800004,0,1837.138916,12.44444466,9.934212685,9316.662109,10.19206429,9.70717144,1,-0.040983606,83.22222137,0,35.7024765,179.5720646,-1.651269377,200.9710253,-121.715563,46.794342
10371959774,33221594@N03,58c4e692b9,7342,8,Western (white) Pasqueflower Pulsatilla occidentalis seed head_2549,16,Sq8PmjxTVrxcEJpp,2468166,1382232627,9/3/13 17:09,plants white washington flickr unitedstates mountrainiernationalpark ashford magnoliidae ranunculales buttercupranunculus eh14oregoncoasttrip821926,http://flickr.com/photos/33221594@N03/10371959774,Anemone occidentalis,RELEASING SEED,596494.1181,5182146.078,-4.376685619,0.171900004,0,1650.959961,12.94444466,3.973602533,9031.317383,13.37748337,12.15104198,0,-0.450292408,68.8888855,0,9.037226677,151.3424125,0.141958917,189.193408,-121.735803,46.78588
10372172823,33221594@N03,e96e067170,2818,3,Western (white) Pasqueflower Pulsatilla occidentalis seed head_2546,16,Sq8PmjxTVrxcEJpp,2468166,1382232619,9/3/13 17:08,plants white washington flickr unitedstates mountrainiernationalpark ashford magnoliidae ranunculales buttercupranunculus eh14oregoncoasttrip821926,http://flickr.com/photos/33221594@N03/10372172823,Anemone occidentalis,RELEASING SEED,596494.1181,5182146.078,-4.376685619,0.171900004,0,1650.959961,12.94444466,3.973602533,9031.317383,13.37748337,12.15104198,0,-0.450292408,68.8888855,0,9.037226677,151.3424125,0.141958917,189.193408,-121.735803,46.78588
10330962756,7828709@N02,9096273ab1,3782,4,6I8A7908_12,14,Sq8PmjxTVrxcEJpp,2468166,1382028455,8/3/13 19:53,vision:mountain=0791,http://flickr.com/photos/7828709@N02/10330962756,Anemone occidentalis,RIPENING FRUIT,596817.0611,5183012.134,-3.015406609,0.277999997,0,1730.42334,12,13.33320713,9213.140625,6.458613873,6.213452816,1,-0.032520324,148.5555573,0,41.78117752,242.0908442,-0.291413798,190.436178,-121.73139,46.793625
10316123624,59676118@N06,ea5364e643,7389,8,Western Pasqueflower in Seed,15,Sq8PmjxTVrxcEJpp,2468166,1381953508,8/14/13 0:00,paradise wa mtrainier ashford ranunculaceae pulsatillaoccidentalis,http://flickr.com/photos/59676118@N06/10316123624,Anemone occidentalis,RIPENING FRUIT,596571.432,5182498.665,-2.987550735,0.245499998,0,1709.356689,10.72222233,14.36224651,8830.576172,9.716684341,9.184884071,0,0.003115265,188.777771,0,85.37954712,200.0890475,0.100222422,187.9112789,-121.734716,46.789041
10316170656,59676118@N06,f39ecfa916,7426,8,Diverse Wildflowers,15,Sq8PmjxTVrxcEJpp,2468166,1381953517,8/14/13 0:00,paradise wa polygonaceae fabaceae mtrainier ashford ranunculaceae apiaceae polygonumbistorta lupinusarcticussspsubalpinus pulsatillaoccidentalis cicutadouglasii,http://flickr.com/photos/59676118@N06/10316170656,Anemone occidentalis,RIPENING FRUIT,596571.432,5182498.665,-2.987550735,0.245499998,0,1709.356689,10.72222233,14.36224651,8830.576172,9.716684341,9.184884071,0,0.003115265,188.777771,0,85.37954712,200.0890475,0.100222422,187.9112789,-121.734716,46.789041
10316122394,59676118@N06,e1594dc1df,5471,6,"Red, White, and Blue Meadow",15,Sq8PmjxTVrxcEJpp,2468166,1381953502,8/14/13 0:00,paradise wa ericaceae polygonaceae mtrainier ashford castillejaminiata orobanchaceae polygonumbistorta phyllodoceempetriformis,http://flickr.com/photos/59676118@N06/10316122394,Anemone occidentalis,RIPENING FRUIT,596571.432,5182498.665,-2.987550735,0.245499998,0,1709.356689,10.72222233,14.36224651,8830.576172,9.716684341,9.184884071,0,0.003115265,188.777771,0,85.37954712,200.0890475,0.100222422,187.9112789,-121.734716,46.789041
9971451196,34457823@N04,39ccbd4cea,7297,8,Skyline Trail,15,Sq8PmjxTVrxcEJpp,2468166,1380314358,9/19/13 15:57,skylinetrail mtraniernationalpark tatooshrange pavedtrail,http://flickr.com/photos/34457823@N04/9971451196,Anemone occidentalis,RIPENING FRUIT,596497.8461,5182792.36,-2.911517382,0.231999993,0,1769.274414,11.5,29.45476151,8906.457031,8.738217354,8.366149902,1,-0.074946463,182.222229,0,123.0027084,113.5249708,0.07872765,184.6876594,-121.735618,46.791694
9826368425,21796065@N03,1b4fddb4d9,3675,4,Dark-Eyed Junco,13,aRjt_z5TV7oQHRXh,2502312,1379629535,9/19/13 15:07,,http://flickr.com/photos/21796065@N03/9826368425,Anemone occidentalis,RELEASING SEED,603801.0702,5196602.359,-3.296808481,1.155699968,0,1946.351074,9.666666985,7.346649647,8511.463867,11.62504959,10.9720335,0,0.048859935,148.6666718,0,14.88850784,201.161131,-0.025382153,189.2951561,-121.636812,46.914838
9810506474,48897736@N00,accd389a03,2809,3,National Parkland,15,aRjt_z5TV7oQHRXh,2502312,1379554644,7/29/13 0:00,mountains sunrise mountrainiernationalpark cascades washingtonstate,http://flickr.com/photos/48897736@N00/9810506474,Anemone occidentalis,RIPENING FRUIT,604129.764,5196434.677,-2.837277889,0.517400026,0,1927.45105,13.72222233,11.50012112,9450.59375,8.876960754,8.385100365,0,0.174825177,169.8888855,0,8,178.4784505,0.385363269,185.4665007,-121.632535,46.913278
9761701006,30060461@N08,15527648af,5523,6,DSC_4924,16,Uf8Je5pQUL._aKXH3A,12590466,1379267815,9/14/13 11:06,,http://flickr.com/photos/30060461@N08/9761701006,Anemone occidentalis,RELEASING SEED,612986.0018,5191529.678,-3.338178158,0.459699988,0,1615.856689,11.61111069,6.726520538,8871.088867,10.17055607,9.313192368,1,-0.092511013,213.1111145,0,19.94159698,80.45661353,-0.255647581,176.6907081,-121.517487,46.867705
9743856460,67783195@N00,738eda1ac0,7444,8,IMG_1949.jpg,16,Uf8Je5pQUL._aKXH3A,12590466,1379197419,8/4/13 8:47,washington unitedstates enumclaw,http://flickr.com/photos/67783195@N00/9743856460,Anemone occidentalis,RIPENING FRUIT,612925.2268,5191744.405,-3.180154562,0.802999973,0,1616.012207,12,4.784744263,8882.670898,9.717749596,7.925009727,0,-0.211678833,182.1111145,0,9.432221413,128.3632823,0.339171401,174.9307452,-121.518231,46.869647
9741634113,67783195@N00,d2bb72d6e7,7419,8,IMG_2010.jpg,16,Uf8Je5pQUL._aKXH3A,12590466,1379195404,8/4/13 9:08,washington unitedstates enumclaw,http://flickr.com/photos/67783195@N00/9741634113,Anemone occidentalis,RIPENING FRUIT,612976.4844,5191609.757,-3.358528852,0.666100025,0,1614.541138,11.16666698,6.419776917,8628.767578,14.51748657,10.20466042,0,-0.459016383,85.77777863,0,2.147433519,116.1034947,-1.102245632,180.124802,-121.517592,46.868427
9743743984,67783195@N00,5b7a974d18,7442,8,IMG_2005.jpg,16,Uf8Je5pQUL._aKXH3A,12590466,1379195309,8/4/13 9:05,washington unitedstates enumclaw,http://flickr.com/photos/67783195@N00/9743743984,Anemone occidentalis,RIPENING FRUIT,612987.6959,5191532.823,-2.907296419,0.356000006,0,1615.352173,11.5,7.814526558,8525.624023,10.33096695,9.100376129,1,-0.091703057,187.6666718,0,16.29932213,78.08300051,-0.50491747,177.2579395,-121.517464,46.867733
9743720068,67783195@N00,df6035ccb8,7421,8,IMG_1960.jpg,16,Uf8Je5pQUL._aKXH3A,12590466,1379194855,8/4/13 8:50,washington unitedstates enumclaw,http://flickr.com/photos/67783195@N00/9743720068,Anemone occidentalis,RIPENING FRUIT,612962.8065,5191772.905,-3.89231348,0.1928,0,1615.723267,10.27777767,1.834777951,8483.725586,16.71352959,11.8001709,0,-0.180076629,186.5555573,0,13.62600708,197.3456533,-0.209903176,178.2300831,-121.517731,46.869897
9743717194,67783195@N00,987e0c814e,7301,8,IMG_1954-Edit.jpg,16,Uf8Je5pQUL._aKXH3A,12590466,1379194795,8/4/13 8:50,washington unitedstates enumclaw,http://flickr.com/photos/67783195@N00/9743717194,Anemone occidentalis,RIPENING FRUIT,612964.4726,5191773.492,-4.058051109,0.316199988,0,1615.819946,9.666666985,0.908903182,8143.290039,12.70890808,9.649882317,0,-0.130641326,174,0,15.52468777,252.5051831,-0.079270613,178.0551384,-121.517709,46.869902
9741591273,67783195@N00,a0a2086863,7434,8,IMG_1949.jpg,16,Uf8Je5pQUL._aKXH3A,12590466,1379194578,8/4/13 8:47,washington unitedstates enumclaw,http://flickr.com/photos/67783195@N00/9741591273,Anemone occidentalis,RIPENING FRUIT,612925.2268,5191744.405,-3.180154562,0.802999973,0,1616.012207,12,4.784744263,8882.670898,9.717749596,7.925009727,0,-0.211678833,182.1111145,0,9.432221413,128.3632823,0.339171401,174.9307452,-121.518231,46.869647
9739923346,67783195@N00,8dcc00a3eb,7453,8,IMG_1933.jpg,16,aRjt_z5TV7oQHRXh,2502312,1379136800,8/4/13 7:38,washington unitedstates ashford,http://flickr.com/photos/67783195@N00/9739923346,Anemone occidentalis,RIPENING FRUIT,603703.5146,5197018.167,-2.110029936,0.090700001,0,2041.87439,12,26.11221313,9196.235352,9.384522438,9.257263184,0,-0.171779141,151.222229,0,150.0988617,176.8304228,-0.690829785,187.1463908,-121.637998,46.918594
9737695629,67783195@N00,cf8ba90958,7323,8,IMG_1888.jpg,16,aRjt_z5TV7oQHRXh,2502312,1379136461,8/4/13 7:00,washington unitedstates ashford,http://flickr.com/photos/67783195@N00/9737695629,Anemone occidentalis,RIPENING FRUIT,605279.5985,5197024.403,-2.356655359,4.688199997,0.888888896,2053.394531,11,23.98358154,8305.319336,6.380153179,5.682059765,0,0.188405797,200.5555573,0,140.2949219,84.99826025,5.507288791,157.3723951,-121.617303,46.918402
9737643457,67783195@N00,bafa4639bd,7281,8,IMG_1853.jpg,16,aRjt_z5TV7oQHRXh,2502312,1379135573,8/4/13 6:53,washington unitedstates ashford,http://flickr.com/photos/67783195@N00/9737643457,Anemone occidentalis,RIPENING FRUIT,605349.5764,5197003.739,-2.098602295,6.595099926,1,2051.575439,12.66666698,14.86110592,8505.098633,6.195779324,5.922101021,0,-0.240310073,187.8888855,0,136.5674438,345.6912215,6.326393681,156.8201361,-121.616389,46.918205
9711548663,83871406@N00,df6d53dfb6,2809,3,IMG_0806,16,aRjt_z5TV7oQHRXh,2502312,1378775127,9/8/13 14:36,,http://flickr.com/photos/83871406@N00/9711548663,Anemone occidentalis,RIPENING FRUIT,603398.2681,5197039.441,-1.982728243,5.40019989,0.333333343,2036.157837,9.666666985,16.63357735,6680.036621,9.57294178,7.134868622,0,-0.172413796,175.1111145,0,231.1593933,190.002817,0.050061921,185.7784551,-121.642001,46.918833
9677818662,48897736@N00,58ce85a7a9,2857,3,Berkeley Meadows,14,aRjt_z5TV7oQHRXh,2502312,1378351302,7/29/13 14:34,,http://flickr.com/photos/48897736@N00/9677818662,Anemone occidentalis,RIPENING FRUIT,599815.4144,5197286.377,-2.934295177,18.07150078,1,1800.786621,3.555555582,20.27918816,2847.841309,8.940637589,8.277560234,0,-0.041666668,94,0,46.40761566,76.9969879,-0.575614279,176.9593606,-121.68899,46.921603
9648244008,45861708@N07,d553f14acd,3676,4,Lakes Trail #3 - Mt. Rainier NP,15,niEHOU5TVrxjm8g0,2468129,1378059743,9/1/13 13:33,washington mtrainier sonynex7,http://flickr.com/photos/45861708@N07/9648244008,Anemone occidentalis,RIPENING FRUIT,597588.816,5182557.588,-2.153646708,3.193099976,0.111111112,1726.447754,7.888888836,28.67006874,5262.897949,9.058302879,8.383730888,0,-0.256944448,180.4444427,0,39.85808182,331.0649745,-1.611842207,189.1037414,-121.721377,46.789423
9648251548,45861708@N07,98f811e368,2838,3,Mt. Rainier #3,14,niEHOU5TVrxjm8g0,2468129,1378059734,9/1/13 13:32,washington mtrainier sonynex7,http://flickr.com/photos/45861708@N07/9648251548,Anemone occidentalis,RIPENING FRUIT,597692.4403,5182298.072,-1.642254114,0.111500002,0,1744.069946,12.88888931,10.42565918,9011.12793,12.68555927,9.692556381,1,-0.056133058,133.1111145,0,18.00927162,134.0804511,-0.595185963,193.4280363,-121.720075,46.787073
9630944929,75664878@N00,01c2534c59,2843,3,,16,Sq8PmjxTVrxcEJpp,2468166,1377914205,8/25/13 12:37,uploaded:by=flickrmobile flickriosapp:filter=nofilter,http://flickr.com/photos/75664878@N00/9630944929,Anemone occidentalis,RIPENING FRUIT,597395.5528,5183692.957,-2.118381023,0.79610002,0,1958.253296,10.72222233,8.177981377,8567.826172,11.39099312,10.3880043,0,0.146067411,211.5555573,0,35.51994705,185.073187,1.540803446,192.5387449,-121.723667,46.799666
