X.1,X,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,datetaken,datetakengranularity,datetakenunknown,tags,accuracy,context,place_id,woeid,geo_is_family,geo_is_friend,geo_is_contact,geo_is_public,url_z,height_z,width_z,url_o,height_o,width_o,year,URL,long,lat,canopy_pct,elevation,slope,srad,stream_dist,asp,cold_air_ind,srad_noc,relev_30m,X_UTM,Y_UTM,acc_times,grid100,grid500,grid1000,grid5000,water_year,sdd_pred,sdd_lwr,sdd_upr,sdd_range,yearfact,datetaken_DOY,days_since_snow,min_dist_center,nearest_center,datePOSIX,UniqueID,Collector,Species,Phenophase,Nonfocal_spp,Notes
5933,11172,7407759264,54751840@N02,05b80754eb,5467,6,snowcapped,1,0,0,1340199462,6/1/12,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm6.staticflickr.com/5467/7407759264_05b80754eb_z.jpg,424,640,NA,NA,NA,2012,http://flickr.com/photos/54751840@N02/7407759264,-121.779334,46.771333,0,1280.354492,6.631215572,8434.865234,113.8493195,25.08168718,0.338250011,1100542,3.27946554,593197.5,5180476.5,0.475124749,96868,3848,961,3848,2012,166.8300197,160.015468,173.5479874,13.53251942,2012,153,-14,3652.93019,Paradise,6/1/12,snowcapped.2012-06-01.46.771333.-121.779334,IB,nf,nf,0,
5932,11171,7407759612,54751840@N02,3635668d60,5332,6,Mount Rainier,1,0,0,1340199461,6/1/12,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm6.staticflickr.com/5332/7407759612_3635668d60_z.jpg,427,640,NA,NA,NA,2012,http://flickr.com/photos/54751840@N02/7407759612,-121.779334,46.771333,0,1280.354492,6.631215572,8434.865234,113.8493195,25.08168718,0.338250011,1100542,3.27946554,593197.5,5180476.5,0.475124749,96868,3848,961,3848,2012,166.8300197,160.015468,173.5479874,13.53251942,2012,153,-14,3652.93019,Paradise,6/1/12,Mount Rainier.2012-06-01.46.771333.-121.779334,IB,nf,nf,0,
5931,11170,7407760076,54751840@N02,b6378c1cd6,7254,8,the rivers below,1,0,0,1340199460,6/1/12,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm8.staticflickr.com/7254/7407760076_b6378c1cd6_z.jpg,640,424,NA,NA,NA,2012,http://flickr.com/photos/54751840@N02/7407760076,-121.779334,46.771333,0,1280.354492,6.631215572,8434.865234,113.8493195,25.08168718,0.338250011,1100542,3.27946554,593197.5,5180476.5,0.475124749,96868,3848,961,3848,2012,166.8300197,160.015468,173.5479874,13.53251942,2012,153,-14,3652.93019,Paradise,6/1/12,the rivers below.2012-06-01.46.771333.-121.779334,IB,nf,nf,0,
5516,10302,8028497223,26928478@N02,ba15959bee,8317,9,,1,0,0,1348712869,6/3/12,0,0,mountrainiernationalpark cascadegoldenmantledgroundsquirrel callospermophilussaturatus,15,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm9.staticflickr.com/8317/8028497223_ba15959bee_z.jpg,480,640,NA,NA,NA,2012,http://flickr.com/photos/26928478@N02/8028497223,-121.776752,46.771967,1,1270.716675,13.96518707,2271.557617,29.97777176,49.92508342,0.413625002,1705114,-0.694411028,593392.5,5180551.5,0.477819881,96495,3849,962,3849,2012,159.325498,153.8691706,165.1350199,11.26584931,2012,155,-4,3445.309457,Paradise,6/3/12,.2012-06-03.46.771967.-121.776752,IB,nf,nf,0,
5939,11200,7477464220,64128079@N05,252be141d7,8008,9,Purple mountain majesties,1,0,0,1341130328,6/3/12,0,0,sunset color clouds washington mountrainier sigma1020 nikond7000,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm9.staticflickr.com/8008/7477464220_252be141d7_z.jpg,427,640,https://farm9.staticflickr.com/8008/7477464220_4a4b0581cf_o.jpg,2938,4406,2012,http://flickr.com/photos/64128079@N05/7477464220,-121.744156,46.773669,1,1476.476685,36.49921036,5550.731445,38.98627853,321.0561817,0.420249999,1301531,4.525299361,595879.5,5180779.5,0.650673212,95770,3854,964,3854,2012,158.1620757,151.8191414,164.4502705,12.63112914,2012,155,-3,1482.134381,Paradise,6/3/12,Purple mountain majesties.2012-06-03.46.773669.-121.744156,IB,nf,nf,0,
5937,11198,7553435268,64128079@N05,3544d3c3f0,7123,8,Baby Cascade Fox (Explored),1,0,0,1342059008,6/4/12,0,0,snow cute wet washington eyes furry wildlife fox mountrainier mtrainier explored babyfox sigma150500 nikond7000 cascadefox,16,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm8.staticflickr.com/7123/7553435268_3544d3c3f0_z.jpg,424,640,https://farm8.staticflickr.com/7123/7553435268_e9760b1aa8_o.jpg,3264,4928,2012,http://flickr.com/photos/64128079@N05/7553435268,-121.747631,46.780311,1,1527.205566,4.973308563,8746.107422,97.42005157,250.7264999,0.446999997,2017352,4.153924888,595600.5,5181511.5,0.591655733,92767,3703,926,3703,2012,171.0985438,164.5623595,177.0773334,12.5149739,2012,156,-15,1058.271223,Paradise,6/4/12,Baby Cascade Fox (Explored).2012-06-04.46.780311.-121.747631,IB,nf,nf,0,
5899,11065,7565401518,64128079@N05,e4256ce5bd,7116,8,Steller's Jay,1,0,0,1342230729,6/4/12,0,0,bird washington dof bluejay mountrainiernationalpark stellersjay nikond7000 sigma7020028os,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm8.staticflickr.com/7116/7565401518_e4256ce5bd_z.jpg,427,640,https://farm8.staticflickr.com/7116/7565401518_552dc16ae4_o.jpg,2629,3943,2012,http://flickr.com/photos/64128079@N05/7565401518,-121.741295,46.77628,0.555555582,1479.37561,44.67372131,1494.185303,19.94159698,325.0038383,0.45737499,1194398,-4.443964335,596092.5,5181073.5,0.594404859,94647,3779,964,3779,2012,171.7839923,165.3440244,178.1793042,12.83527986,2012,156,-16,1132.300739,Paradise,6/4/12,Steller's Jay.2012-06-04.46.77628.-121.741295,IB,nf,nf,0,
5898,10898,7578862138,64128079@N05,d9499b30c6,8284,9,"I think I'll call him ""Spike""",1,0,0,1342398059,6/4/12,0,0,cute wet washington eyes furry wildlife fox mountrainier mtrainier babyfox sigma150500 nikond7000 cascadefox,16,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm9.staticflickr.com/8284/7578862138_d9499b30c6_z.jpg,427,640,https://farm9.staticflickr.com/8284/7578862138_35f3d7ef8e_o.jpg,2470,3705,2012,http://flickr.com/photos/64128079@N05/7578862138,-121.747631,46.780311,1,1527.205566,4.973308563,8746.107422,97.42005157,250.7264999,0.446999997,2017352,4.153924888,595600.5,5181511.5,0.591655733,92767,3703,926,3703,2012,171.0985438,164.5623595,177.0773334,12.5149739,2012,156,-15,1058.271223,Paradise,6/4/12,"I think I'll call him ""Spike"".2012-06-04.46.780311.-121.747631",IB,nf,nf,0,
5545,10353,7973468206,83537726@N05,fb1a0467dd,8320,9,Headed down,1,0,0,1347307972,6/10/12,0,0,mountain snow clouds climb washington descent glacier mountrainier rainier iceaxe mountaineer,16,0,aRjt_z5TV7oQHRXh,2502312,0,0,0,1,https://farm9.staticflickr.com/8320/7973468206_fb1a0467dd_z.jpg,427,640,https://farm9.staticflickr.com/8320/7973468206_63d872aa42_o.jpg,683,1024,2012,http://flickr.com/photos/83537726@N05/7973468206,-121.675987,46.881784,0.888888896,1692.962158,7.644429207,8566.050781,277.0174561,305.4725133,0.468374997,1625657,3.560752508,600880.5,5192878.5,4.651797475,50445,1989,513,1989,2012,176.0132745,170.6518096,181.7568125,11.10500291,2012,162,-14,4386.240838,Sunrise,6/10/12,Headed down.2012-06-10.46.881784.-121.675987,IB,nf,nf,0,
5464,10207,14524181438,93101776@N00,ee77b470ae,3921,4,Road to Rainier,1,0,0,1405969686,6/13/12,0,0,road street trip travel trees winter sky people usa white mist mountain snow tree tourism ice nature wet weather fog rural america turn forest season landscape outside outdoors photography freedom frozen us washington high dangerous haze highway frost day driving mt view traffic state pacific northwest nps outdoor snowy top no north sightseeing scenic parks peak nobody scene tourist mount national lane transportation mountrainier rainier mountrainiernationalpark fir destination environment recreation striped 20mmf28 d7000 mnrp mtrainier8927,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm4.staticflickr.com/3921/14524181438_ee77b470ae_z.jpg,640,424,NA,NA,NA,2012,http://flickr.com/photos/93101776@N00/14524181438,-121.706167,46.768028,0,1377.106689,3.516014099,6965.275391,115.107193,106.6426045,0.48725,1399504,-1.057167414,598789.5,5180200.5,0.671173506,97674,3934,1005,3934,2012,176.3167978,170.7707579,182.2739601,11.50320224,2012,165,-11,3049.091533,Paradise,6/13/12,Road to Rainier.2012-06-13.46.768028.-121.706167,IB,nf,nf,0,
5943,11206,7376921522,93815673@N00,55dfb41410,7105,8,Reflection Lake,1,0,0,1339816676,6/15/12,0,0,mountain lake snow washington nationalpark rainier,16,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm8.staticflickr.com/7105/7376921522_55dfb41410_z.jpg,425,640,https://farm8.staticflickr.com/7105/7376921522_964da410fa_o.jpg,797,1200,2012,http://flickr.com/photos/93815673@N00/7376921522,-121.726959,46.768645,0,1484.221069,22.16827965,8770.341797,10.84744072,323.9015665,0.505124986,1587912,0.234669201,597199.5,5180242.5,0.62234664,97658,3931,1003,3931,2012,174.4070696,168.8077475,179.8455872,11.03783974,2012,167,-7,2051.039494,Paradise,6/15/12,Reflection Lake.2012-06-15.46.768645.-121.726959,IB,nf,nf,0,
5935,11180,7387591830,45325016@N07,5db9e441d9,7237,8,Mt. Rainier from Paradise,1,0,0,1339953167,6/17/12,0,0,mountains mo climbing mountaineering mou,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm8.staticflickr.com/7237/7387591830_5db9e441d9_z.jpg,640,640,https://farm8.staticflickr.com/7237/7387591830_ba2e3ab2b0_o.jpg,1519,1519,2012,http://flickr.com/photos/45325016@N07/7387591830,-121.736333,46.793833,1,1799.031128,10.89527512,8517.81543,16.57308578,293.3924909,0.423750013,1893393,2.930079896,596440.5,5183029.5,0.947638573,87150,3480,889,3480,2012,177.7789338,172.8326088,182.6646886,9.832079738,2012,169,-9,879.8915603,Paradise,6/17/12,Mt. Rainier from Paradise.2012-06-17.46.793833.-121.736333,IB,nf,nf,0,
5927,11160,7428496736,61633717@N06,f759cef537,5324,6,_DSC6401.jpg,1,0,0,1340492790,6/20/12,0,0,june washington unitedstates mountrainier 2012 packwood,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm6.staticflickr.com/5324/7428496736_f759cef537_z.jpg,424,640,https://farm6.staticflickr.com/5324/7428496736_74581f9ffa_o.jpg,530,800,2012,http://flickr.com/photos/61633717@N06/7428496736,-121.722795,46.767675,0,1484.726685,4.14593935,6734.456055,40.0083313,112.913444,0.537625015,1771582,1.408956726,597520.5,5180140.5,0.630830152,98036,3932,1004,3932,2012,181.086128,175.5491343,186.7457745,11.19664012,2012,172,-9,2278.994429,Paradise,6/20/12,_DSC6401.jpg.2012-06-20.46.767675.-121.722795,IB,nf,nf,0,
5926,11159,7428497306,61633717@N06,03ceea7781,7255,8,Reflection Lake,1,0,0,1340492797,6/20/12,0,0,june washington unitedstates mountrainier 2012 packwood,16,0,niEHOU5TVrxjm8g0,2468129,0,0,0,1,https://farm8.staticflickr.com/7255/7428497306_03ceea7781_z.jpg,424,640,https://farm8.staticflickr.com/7255/7428497306_ca6fa364b8_o.jpg,530,800,2012,http://flickr.com/photos/61633717@N06/7428497306,-121.730175,46.769202,0,1480.792236,1.541351318,9121.116211,0,22.470602,0.723375022,1950941,-0.027019513,596953.5,5180299.5,0.697604139,97280,3856,965,3856,2012,182.5996926,177.3172748,188.1262845,10.80900976,2012,172,-11,1918.795185,Paradise,6/20/12,Reflection Lake.2012-06-20.46.769202.-121.730175,IB,nf,nf,0,
5914,11130,7486214520,21467315@N00,65af9c11e1,8016,9,Tatoosh Mountain Range,1,0,0,1341228060,6/21/12,0,0,sunset usa nature forest landscape volcano washington nationalpark unitedstates rainier pacificnorthwest washingtonstate nationalparks mtrainier fineartphotography cascademountains travelphotography mtrainiernationalpark landscapephotography commercialphotography naturephotographer michaelpancierphotography landscapephotographer fineartphotographer michaelapancier tatooshmountainrange americasnationalparks wwwmichaelpancierphotographycom cascademountainchain,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm9.staticflickr.com/8016/7486214520_65af9c11e1_z.jpg,426,640,NA,NA,NA,2012,http://flickr.com/photos/21467315@N00/7486214520,-121.743889,46.773055,0.222222224,1479.81665,1.770073533,5167.6875,35.00952148,5.299648297,0.360500008,1771607,1.796778345,595900.5,5180710.5,0.585434554,95770,3854,964,3854,2012,180.7048639,175.0219446,186.4327486,11.41080403,2012,173,-8,1538.590453,Paradise,6/21/12,Tatoosh Mountain Range.2012-06-21.46.773055.-121.743889,IB,nf,nf,0,
5783,10729,7649178510,21467315@N00,2a368af43e,8430,9,Tatoosh Mountain Range,1,0,0,1343296496,6/21/12,0,0,nature volcano washington nationalpark bravo unitedstates rainier mountrainiernationalpark pacificnorthwest washingtonstate nationalparks 35 mtrainier fineartphotography cascademountains packwood travelphotography mtrainiernationalpark commercialphotography naturephotographer michaelpancierphotography landscapephotographer fineartphotographer michaelapancier tatooshmountainrange americasnationalparks wwwmichaelpancierphotographycom cascademountainchain,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm9.staticflickr.com/8430/7649178510_2a368af43e_z.jpg,640,426,NA,NA,NA,2012,http://flickr.com/photos/21467315@N00/7649178510,-121.743889,46.773055,0.222222224,1479.81665,1.770073533,5167.6875,35.00952148,5.299648297,0.360500008,1771607,1.796778345,595900.5,5180710.5,0.585434554,95770,3854,964,3854,2012,180.7048639,175.0219446,186.4327486,11.41080403,2012,173,-8,1538.590453,Paradise,6/21/12,Tatoosh Mountain Range.2012-06-21.46.773055.-121.743889,IB,nf,nf,0,
5553,10371,7887199714,21467315@N00,63464c17a6,8436,9,Narada Falls,1,0,0,1346247030,6/21/12,0,0,usa washington unitedstates waterfalls rainier mountrainiernationalpark pacificnorthwest washingtonstate mtrainier fineartphotography cascademountains travelphotography mtrainiernationalpark naradafalls commercialphotography naturephotographer michaelpancierphotography landscapephotographer fineartphotographer michaelapancier waterfallwednesday americasnationalparks wwwmichaelpancierphotographycom cascademountainchain,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm9.staticflickr.com/8436/7887199714_63464c17a6_z.jpg,640,436,NA,NA,NA,2012,http://flickr.com/photos/21467315@N00/7887199714,-121.7459,46.774316,1,1365.087769,20.04734993,4275.276855,21.22885513,249.3378855,0.493624985,1831213,-1.162045837,595744.5,5180848.5,0.756249635,95393,3778,964,3778,2012,164.0713316,158.6015809,169.6473893,11.04580845,2012,173,9,1477.581459,Paradise,6/21/12,Narada Falls.2012-06-21.46.774316.-121.7459,IB,nf,nf,0,
5508,10291,8189693777,21467315@N00,359e3aeb6a,8198,9,Gray Jay,1,0,0,1353066677,6/21/12,0,0,usa nature birds us washington nationalpark unitedstates rainier mountrainiernationalpark pacificnorthwest washingtonstate nationalparks mtrainier fineartphotography cascademountains grayjay travelphotography mtrainiernationalpark perisoreuscanadensis landscapephotography commercialphotography naturephotographer michaelpancierphotography avianphotography landscapephotographer washingtonbirds fineartphotographer michaelapancier americasnationalparks birdsofthepacificnorthwest wwwmichaelpancierphotographycom cascademountainchain,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm9.staticflickr.com/8198/8189693777_359e3aeb6a_z.jpg,640,512,NA,NA,NA,2012,http://flickr.com/photos/21467315@N00/8189693777,-121.761667,46.777777,1,1350.21106,41.26029205,3213.119385,125.6052017,318.8718523,0.371250004,1022006,1.132950359,594535.5,5181214.5,0.654812568,93881,3776,963,3776,2012,154.1298003,148.5250528,160.0597086,11.53465579,2012,173,19,2125.946237,Paradise,6/21/12,Gray Jay.2012-06-21.46.777777.-121.761667,IB,nf,nf,0,
5507,10290,8202171154,21467315@N00,80e746236c,8066,9,Paradise River,1,0,0,1353382836,6/21/12,0,0,usa nature landscape washington nationalpark unitedstates waterfalls rainier mountrainiernationalpark pacificnorthwest washingtonstate nationalparks mtrainier fineartphotography cascademountains travelphotography mtrainiernationalpark landscapephotography naradafalls commercialphotography paradiseriver naturephotographer michaelpancierphotography landscapephotographer fineartphotographer michaelapancier americasnationalparks wwwmichaelpancierphotographycom cascademountainchain,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm9.staticflickr.com/8066/8202171154_80e746236c_z.jpg,640,426,NA,NA,NA,2012,http://flickr.com/photos/21467315@N00/8202171154,-121.746367,46.77533,0.111111112,1395.215576,4.241063595,6042.182617,25.63560295,230.7917908,0.564249992,1902811,0.504972921,595705.5,5180959.5,0.542601862,95018,3778,964,3778,2012,176.211612,170.7606513,181.6957894,10.93513815,2012,173,-3,1401.020845,Paradise,6/21/12,Paradise River.2012-06-21.46.77533.-121.746367,IB,nf,nf,0,
5492,10255,9414138394,21467315@N00,21d0ae1a2f,3781,4,Rainier,1,0,0,1375333115,6/21/12,0,0,usa nature landscape volcano washington nationalpark unitedstates waterfalls rainier mountrainiernationalpark pacificnorthwest washingtonstate nationalparks mtrainier fineartphotography cascademountains travelphotography mtrainiernationalpark landscapephotography commercialphotography naturephotographer michaelpancierphotography landscapephotographer fineartphotographer michaelapancier wwwmichaelpancierphotographycom cascademountainchain,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm4.staticflickr.com/3781/9414138394_21d0ae1a2f_z.jpg,419,640,NA,NA,NA,2012,http://flickr.com/photos/21467315@N00/9414138394,-121.778256,46.771699,0,1276.356689,3.430442333,7220.6875,82.73854065,27.91393471,0.344875008,1235075,1.95814028,593278.5,5180518.5,0.4916726,96493,3848,961,3848,2012,168.1811205,162.0545043,174.263647,12.20914266,2012,173,5,3561.689065,Paradise,6/21/12,Rainier.2012-06-21.46.771699.-121.778256,IB,nf,nf,0,
5498,10267,8663294362,24419989@N07,c7b33b1eb1,8260,9,South Face,1,0,0,1366379218,6/21/12,0,0,landscape geotagged washington gps mtrainier hdr olympusm1250mmf3563,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm9.staticflickr.com/8260/8663294362_c7b33b1eb1_z.jpg,481,640,NA,NA,NA,2012,http://flickr.com/photos/24419989@N07/8663294362,-121.720878,46.766884,0,1474.302246,3.080617666,8492.048828,85.15084839,97.68334836,0.416624993,1640657,1.584450707,597667.5,5180053.5,0.646859859,98412,3932,1004,3932,2012,179.8100188,174.0646773,185.7330517,11.6683744,2012,173,-7,2426.695996,Paradise,6/21/12,South Face.2012-06-21.46.766884.-121.720878,IB,nf,nf,0,
