X.1,X,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,datetaken,datetakengranularity,datetakenunknown,tags,accuracy,context,place_id,woeid,geo_is_family,geo_is_friend,geo_is_contact,geo_is_public,url_z,height_z,width_z,url_o,height_o,width_o,year,URL,long,lat,canopy_pct,elevation,slope,srad,stream_dist,asp,cold_air_ind,srad_noc,relev_30m,X_UTM,Y_UTM,acc_times,grid100,grid500,grid1000,grid5000,water_year,sdd_pred,sdd_lwr,sdd_upr,sdd_range,yearfact,datetaken_DOY,days_since_snow,min_dist_center,nearest_center,datePOSIX,UniqueID,Collector,Species,Phenophase,Nonfocal_spp,Notes
12544,21586,14310305796,14727010@N05,0142bc7129,5570,6,Mt. Rainier,1,0,0,1401753014,6/1/14,0,0,reflectionlakes,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm6.staticflickr.com/5570/14310305796_0142bc7129_z.jpg,424,640,NA,NA,NA,2014,http://flickr.com/photos/14727010@N05/14310305796,-121.726672,46.768804,0,1482.264404,11.61258888,8354.071289,10.09708023,305.9974381,0.538625002,1649178,-1.543361531,597220.5,5180260.5,0.6509294,97658,3931,1003,3931,2014,168.1624879,162.6638941,173.8524421,11.18854796,2014,152,-16,2042.197743,Paradise,6/1/14,14727010@N05.14310305796,IB,nf,nf,0,
12536,21578,14147560638,39877607@N00,b81b879740,3906,4,,1,0,0,1401761896,6/1/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm4.staticflickr.com/3906/14147560638_b81b879740_z.jpg,480,640,https://farm4.staticflickr.com/3906/14147560638_0a73a2a4bb_o.jpg,2448,3264,2014,http://flickr.com/photos/39877607@N00/14147560638,-121.761528,46.777633,0.111111112,1361.525635,1.431080461,7891.254883,120.2109222,278.6501137,0.344500005,1786227,4.13819091,594544.5,5181199.5,0.513382568,93881,3776,963,3776,2014,159.3394962,151.8583526,166.9461346,15.08778195,2014,152,-7,2124.533038,Paradise,6/1/14,39877607@N00.14147560638,IB,nf,nf,0,
12537,21579,14147597800,39877607@N00,82884b3259,3916,4,,1,0,0,1401761890,6/1/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm4.staticflickr.com/3916/14147597800_82884b3259_z.jpg,480,640,https://farm4.staticflickr.com/3916/14147597800_06e062082b_o.jpg,2448,3264,2014,http://flickr.com/photos/39877607@N00/14147597800,-121.76152,46.777641,0.111111112,1361.525635,1.431080461,7891.254883,120.2109222,278.6501137,0.344500005,1786227,4.13819091,594544.5,5181199.5,0.513382568,93881,3776,963,3776,2014,159.3394962,151.8583526,166.9461346,15.08778195,2014,152,-7,2124.533038,Paradise,6/1/14,39877607@N00.14147597800,IB,nf,nf,0,
12535,21577,14147599360,39877607@N00,cbc93ae257,5111,6,,1,0,0,1401761901,6/1/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm6.staticflickr.com/5111/14147599360_cbc93ae257_z.jpg,640,480,https://farm6.staticflickr.com/5111/14147599360_29918b5c7b_o.jpg,2448,3264,2014,http://flickr.com/photos/39877607@N00/14147599360,-121.761537,46.777652,0.111111112,1361.525635,1.431080461,7891.254883,120.2109222,278.6501137,0.344500005,1786227,4.13819091,594544.5,5181199.5,0.513382568,93881,3776,963,3776,2014,159.3394962,151.8583526,166.9461346,15.08778195,2014,152,-7,2124.533038,Paradise,6/1/14,39877607@N00.14147599360,IB,nf,nf,0,
12533,21575,14147721519,39877607@N00,abd59b7f66,5491,6,,1,0,0,1401763754,6/1/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm6.staticflickr.com/5491/14147721519_abd59b7f66_z.jpg,480,640,https://farm6.staticflickr.com/5491/14147721519_554dde1509_o.jpg,960,1280,2014,http://flickr.com/photos/39877607@N00/14147721519,-121.761575,46.777594,0,1361.386719,1.538330197,7679.269531,124.9226456,241.4720054,0.39487499,1878467,3.603877215,594541.5,5181193.5,0.519636708,93881,3776,963,3776,2014,160.2952645,153.0108308,167.538147,14.52731625,2014,152,-8,2129.903401,Paradise,6/1/14,39877607@N00.14147721519,IB,nf,nf,0,
12543,21585,14311077216,39877607@N00,6d26d682dd,5276,6,,1,0,0,1401761856,6/1/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm6.staticflickr.com/5276/14311077216_6d26d682dd_z.jpg,480,640,https://farm6.staticflickr.com/5276/14311077216_e259410e3e_o.jpg,2448,3264,2014,http://flickr.com/photos/39877607@N00/14311077216,-121.777292,46.772025,0,1272.358887,3.93269968,8955.119141,58.87840652,136.1101259,0.339374989,1393604,0.138903308,593350.5,5180557.5,0.471146488,96494,3848,961,3848,2014,152.8814596,146.3418254,159.1316086,12.78978322,2014,152,-1,3479.822993,Paradise,6/1/14,39877607@N00.14311077216,IB,nf,nf,0,
12542,21584,14311077436,39877607@N00,54bfb487ef,3854,4,,1,0,0,1401761858,6/1/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm4.staticflickr.com/3854/14311077436_54bfb487ef_z.jpg,640,480,https://farm4.staticflickr.com/3854/14311077436_e6c3abae9d_o.jpg,2448,3264,2014,http://flickr.com/photos/39877607@N00/14311077436,-121.777284,46.772061,0,1272.45105,3.25284338,8696.802734,57.87630463,62.56148103,0.339374989,1345296,2.189975678,593350.5,5180560.5,0.471146488,96494,3848,961,3848,2014,153.8774588,147.1829309,160.794136,13.61120514,2014,152,-2,3478.451429,Paradise,6/1/14,39877607@N00.14311077436,IB,nf,nf,0,
12539,21581,14311079846,39877607@N00,676e94ea4d,2925,3,,1,0,0,1401761874,6/1/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm3.staticflickr.com/2925/14311079846_676e94ea4d_z.jpg,480,640,https://farm3.staticflickr.com/2925/14311079846_edca1919ee_o.jpg,2448,3264,2014,http://flickr.com/photos/39877607@N00/14311079846,-121.76152,46.777563,0,1361.459961,1.067615986,8206.177734,123.1327209,248.5738558,0.39487499,1978132,2.480558089,594544.5,5181190.5,0.512598478,93881,3776,963,3776,2014,160.6757521,153.9964747,167.5525431,13.55606832,2014,152,-9,2128.573176,Paradise,6/1/14,39877607@N00.14311079846,IB,nf,nf,0,
12541,21583,14330873371,39877607@N00,b681487455,2934,3,,1,0,0,1401761859,6/1/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm3.staticflickr.com/2934/14330873371_b681487455_z.jpg,640,480,https://farm3.staticflickr.com/2934/14330873371_0fc4c0b257_o.jpg,2448,3264,2014,http://flickr.com/photos/39877607@N00/14330873371,-121.777284,46.772061,0,1272.45105,3.25284338,8696.802734,57.87630463,62.56148103,0.339374989,1345296,2.189975678,593350.5,5180560.5,0.471146488,96494,3848,961,3848,2014,153.8774588,147.1829309,160.794136,13.61120514,2014,152,-2,3478.451429,Paradise,6/1/14,39877607@N00.14330873371,IB,nf,nf,0,
12532,21574,14331090201,39877607@N00,daa909fa57,3851,4,,1,0,0,1401764266,6/1/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm4.staticflickr.com/3851/14331090201_daa909fa57_z.jpg,480,640,https://farm4.staticflickr.com/3851/14331090201_7d1b36d1b5_o.jpg,960,1280,2014,http://flickr.com/photos/39877607@N00/14331090201,-121.761567,46.777683,1,1361.406738,2.854150295,7804.083008,122.26474,326.2408733,0.344500005,1517580,5.717629803,594541.5,5181202.5,0.533631511,93881,3776,963,3776,2014,152.7714625,144.6824061,161.0599238,16.37751766,2014,152,-1,2125.878492,Paradise,6/1/14,39877607@N00.14331090201,IB,nf,nf,0,
12538,21580,14332505812,39877607@N00,8bc53ebe1c,3843,4,,1,0,0,1401761884,6/1/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm4.staticflickr.com/3843/14332505812_8bc53ebe1c_z.jpg,480,640,https://farm4.staticflickr.com/3843/14332505812_0ae4c977e0_o.jpg,2448,3264,2014,http://flickr.com/photos/39877607@N00/14332505812,-121.76152,46.777563,0,1361.459961,1.067615986,8206.177734,123.1327209,248.5738558,0.39487499,1978132,2.480558089,594544.5,5181190.5,0.512598478,93881,3776,963,3776,2014,160.6757521,153.9964747,167.5525431,13.55606832,2014,152,-9,2128.573176,Paradise,6/1/14,39877607@N00.14332505812,IB,nf,nf,0,
12534,21576,14333643454,39877607@N00,e67808a90c,2917,3,,1,0,0,1401763733,6/1/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm3.staticflickr.com/2917/14333643454_e67808a90c_z.jpg,640,480,https://farm3.staticflickr.com/2917/14333643454_eec93a94e6_o.jpg,2448,3264,2014,http://flickr.com/photos/39877607@N00/14333643454,-121.761545,46.777655,0.111111112,1361.525635,1.431080461,7891.254883,120.2109222,278.6501137,0.344500005,1786227,4.13819091,594544.5,5181199.5,0.533631511,93881,3776,963,3776,2014,159.3394962,151.8583526,166.9461346,15.08778195,2014,152,-7,2124.533038,Paradise,6/1/14,39877607@N00.14333643454,IB,nf,nf,0,
12540,21582,14334212145,39877607@N00,eb12101fde,3842,4,,1,0,0,1401761873,6/1/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm4.staticflickr.com/3842/14334212145_eb12101fde_z.jpg,640,480,https://farm4.staticflickr.com/3842/14334212145_f068f51b1f_o.jpg,2448,3264,2014,http://flickr.com/photos/39877607@N00/14334212145,-121.777284,46.772061,0,1272.45105,3.25284338,8696.802734,57.87630463,62.56148103,0.339374989,1345296,2.189975678,593350.5,5180560.5,0.471146488,96494,3848,961,3848,2014,153.8774588,147.1829309,160.794136,13.61120514,2014,152,-2,3478.451429,Paradise,6/1/14,39877607@N00.14334212145,IB,nf,nf,0,
12402,21218,14333975230,30438157@N03,4d579fd726,5118,6,IMG_4920,1,0,0,1403890508,6/3/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm6.staticflickr.com/5118/14333975230_4d579fd726_z.jpg,480,640,https://farm6.staticflickr.com/5118/14333975230_4d01e3f27f_o.jpg,2448,3264,2014,http://flickr.com/photos/30438157@N03/14333975230,-121.695914,46.763988,0,1316.430054,3.081974745,8092.072266,42.19794846,278.5276879,0.50562501,1590296,3.985995031,599578.5,5179762.5,0.664269323,99556,4011,1006,4011,2014,155.1986077,147.7666901,163.1919502,15.42526018,2014,154,-1,3939.388545,Paradise,6/3/14,30438157@N03.14333975230,IB,nf,nf,0,
12393,21207,14334108298,30438157@N03,918ba72d25,3867,4,IMG_4904,1,0,0,1403890500,6/3/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm4.staticflickr.com/3867/14334108298_918ba72d25_z.jpg,480,640,https://farm4.staticflickr.com/3867/14334108298_cbcfe8f55f_o.jpg,2448,3264,2014,http://flickr.com/photos/30438157@N03/14334108298,-121.781159,46.770436,0,1251.890015,45.80802536,6982.880371,141.1583099,235.6717388,0.368874997,1799770,-2.661631106,593059.5,5180374.5,0.4789965,97241,3848,961,3848,2014,134.2010638,127.4556723,140.8135624,13.35789008,2014,154,20,3822.420914,Paradise,6/3/14,30438157@N03.14334108298,IB,nf,nf,0,
12396,21210,14334219647,30438157@N03,6dac04b26f,2937,3,IMG_4907,1,0,0,1403890502,6/3/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm3.staticflickr.com/2937/14334219647_6dac04b26f_z.jpg,640,480,https://farm3.staticflickr.com/2937/14334219647_57e8c3da1b_o.jpg,2448,3264,2014,http://flickr.com/photos/30438157@N03/14334219647,-121.746025,46.774444,1,1363.063354,38.06483459,4074.339111,5.044886589,322.5147627,0.506250024,1324637,5.641208781,595735.5,5180863.5,0.87088894,95393,3778,964,3778,2014,140.3489231,133.15694,148.02425,14.86730995,2014,154,14,1468.714997,Paradise,6/3/14,30438157@N03.14334219647,IB,nf,nf,0,
12404,21220,14497517096,30438157@N03,f88617eaa3,5509,6,IMG_4922,1,0,0,1403890509,6/3/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm6.staticflickr.com/5509/14497517096_f88617eaa3_z.jpg,480,640,https://farm6.staticflickr.com/5509/14497517096_9998b4c560_o.jpg,2448,3264,2014,http://flickr.com/photos/30438157@N03/14497517096,-121.696023,46.764019,0,1315.959961,3.091675997,8794.614258,51.48462677,288.8293052,0.473125011,1584991,1.993194099,599569.5,5179765.5,0.672193319,99556,4011,1006,4011,2014,154.9189279,148.5183371,161.7958767,13.2775396,2014,154,-1,3930.412413,Paradise,6/3/14,30438157@N03.14497517096,IB,nf,nf,0,
12397,21211,14497568026,30438157@N03,9a30867cd4,5558,6,IMG_4908,1,0,0,1403890502,6/3/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm6.staticflickr.com/5558/14497568026_9a30867cd4_z.jpg,640,480,https://farm6.staticflickr.com/5558/14497568026_2f24dfcaa7_o.jpg,2448,3264,2014,http://flickr.com/photos/30438157@N03/14497568026,-121.745973,46.774422,1,1364.887817,16.04603386,4531.685547,8.628734589,274.4743896,0.48862499,1610567,4.723510742,595738.5,5180860.5,0.87088894,95393,3778,964,3778,2014,149.3809178,142.284144,156.6394355,14.35529146,2014,154,5,1469.898979,Paradise,6/3/14,30438157@N03.14497568026,IB,nf,nf,0,
12398,21214,14517272531,30438157@N03,df121b41d5,3881,4,IMG_4912,1,0,0,1403890504,6/3/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm4.staticflickr.com/3881/14517272531_df121b41d5_z.jpg,640,480,https://farm4.staticflickr.com/3881/14517272531_b34afed64b_o.jpg,2448,3264,2014,http://flickr.com/photos/30438157@N03/14517272531,-121.746187,46.775425,1,1395.264404,8.296425819,4270.644531,7.257228374,177.5733823,0.641250014,2011781,-1.267340531,595720.5,5180971.5,0,95018,3778,964,3778,2014,158.0515108,152.2861876,164.2092903,11.92310266,2014,154,-4,1382.927452,Paradise,6/3/14,30438157@N03.14517272531,IB,nf,nf,0,
12400,21216,14519214724,30438157@N03,e2685dc870,5506,6,IMG_4918,1,0,0,1403890507,6/3/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm6.staticflickr.com/5506/14519214724_e2685dc870_z.jpg,640,480,https://farm6.staticflickr.com/5506/14519214724_a1aec09cdc_o.jpg,2448,3264,2014,http://flickr.com/photos/30438157@N03/14519214724,-121.744134,46.773036,0.444444448,1466.06665,44.8282814,5727.711914,31.15553093,243.8906376,0.43187499,2286331,-2.588000758,595882.5,5180707.5,0.629122793,95770,3854,964,3854,2014,153.890817,147.7281407,160.0408976,12.31275688,2014,154,0,1547.843973,Paradise,6/3/14,30438157@N03.14519214724,IB,nf,nf,0,
12392,21206,14519266824,30438157@N03,4f9458e49d,3908,4,IMG_4903,1,0,0,1403890499,6/3/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm4.staticflickr.com/3908/14519266824_4f9458e49d_z.jpg,640,480,https://farm4.staticflickr.com/3908/14519266824_aa11af5b32_o.jpg,2448,3264,2014,http://flickr.com/photos/30438157@N03/14519266824,-121.776773,46.772163,1,1268.055542,22.42166519,1386.665527,17.10752487,357.950197,0.358249992,936606,7.361817176,593389.5,5180572.5,0.498659831,96495,3849,962,3849,2014,145.284526,136.541029,154.2719828,17.73095383,2014,154,9,3438.284415,Paradise,6/3/14,30438157@N03.14519266824,IB,nf,nf,0,
12395,21209,14519609472,30438157@N03,7141ff50b5,3850,4,IMG_4906,1,0,0,1403890501,6/3/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm4.staticflickr.com/3850/14519609472_7141ff50b5_z.jpg,640,480,https://farm4.staticflickr.com/3850/14519609472_89264d79c4_o.jpg,2448,3264,2014,http://flickr.com/photos/30438157@N03/14519609472,-121.746231,46.775405,0.555555582,1394.791138,8.971654892,4860.186035,11.43095207,162.5675837,0.690750003,1984615,-1.29882928,595717.5,5180968.5,0.551760956,95018,3778,964,3778,2014,160.1470658,154.4038326,166.1192314,11.71539878,2014,154,-6,1387.054611,Paradise,6/3/14,30438157@N03.14519609472,IB,nf,nf,0,
12394,21208,14519612672,30438157@N03,ec04c203a1,3852,4,IMG_4905,1,0,0,1403890500,6/3/14,0,0,,16,0,b80QkTdTVr66MK1e,2441695,0,0,0,1,https://farm4.staticflickr.com/3852/14519612672_ec04c203a1_z.jpg,640,480,https://farm4.staticflickr.com/3852/14519612672_da5d6e62c6_o.jpg,2448,3264,2014,http://flickr.com/photos/30438157@N03/14519612672,-121.78115,46.769397,1,1262.917847,38.24187851,5588.230957,196.7985382,174.2481482,0.321125001,2518682,5.154015382,593062.5,5180260.5,0.652698088,97616,3923,999,3923,2014,135.9217626,128.1172558,144.2134263,16.09617053,2014,154,18,3874.057596,Paradise,6/3/14,30438157@N03.14519612672,IB,nf,nf,0,
12403,21219,14540738723,30438157@N03,e400b647ae,5481,6,IMG_4921,1,0,0,1403890508,6/3/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm6.staticflickr.com/5481/14540738723_e400b647ae_z.jpg,480,640,https://farm6.staticflickr.com/5481/14540738723_29caf62598_o.jpg,2448,3264,2014,http://flickr.com/photos/30438157@N03/14540738723,-121.696578,46.764969,0.444444448,1271.004517,43.90709686,6046.397949,23.00725174,65.74469636,0.540875018,1345701,1.030997388,599527.5,5179870.5,1.011431763,99181,3936,1006,3936,2014,133.8126845,127.442894,140.3845585,12.94166448,2014,154,20,3833.769169,Paradise,6/3/14,30438157@N03.14540738723,IB,nf,nf,0,
12401,21217,14540748113,30438157@N03,eb0e6ec407,2933,3,IMG_4919,1,0,0,1403890507,6/3/14,0,0,,16,0,Sq8PmjxTVrxcEJpp,2468166,0,0,0,1,https://farm3.staticflickr.com/2933/14540748113_eb0e6ec407_z.jpg,143,640,https://farm3.staticflickr.com/2933/14540748113_9056b0805b_o.jpg,2412,10800,2014,http://flickr.com/photos/30438157@N03/14540748113,-121.728325,46.768325,0,1480.963379,3.906051874,8761.689453,2.937108755,9.210155877,0.544250011,1681962,-1.163384374,597097.5,5180203.5,0.629322012,97657,3931,1003,3931,2014,170.444065,164.774844,176.2806469,11.50580292,2014,154,-16,2052.674448,Paradise,6/3/14,30438157@N03.14540748113,IB,nf,nf,0,
12399,21215,14540767243,30438157@N03,90ec261cc4,3864,4,IMG_4913,1,0,0,1403890504,6/3/14,0,0,,16,0,LNkmboVTVrzmLNg2,2460095,0,0,0,1,https://farm4.staticflickr.com/3864/14540767243_90ec261cc4_z.jpg,640,480,https://farm4.staticflickr.com/3864/14540767243_729deee9e7_o.jpg,2448,3264,2014,http://flickr.com/photos/30438157@N03/14540767243,-121.746187,46.775269,0,1395.964478,19.40511513,5229.857422,18.45718193,298.5594988,0.686749995,2063086,2.874065796,595720.5,5180953.5,0.542844475,95018,3778,964,3778,2014,156.4066517,150.4042837,162.8391437,12.43486008,2014,154,-2,1398.293463,Paradise,6/3/14,30438157@N03.14540767243,IB,nf,nf,0,
